mtype,tokens,label
FUNC,"['f', '(', 'x', ')', '=', '\\frac', '{', 'x', '^', '2', '-', '9', '}', '{', 'x', '-', '3', '}']",1
SCAL,"['3']",1
SCAL,"['0']",1
FUNC,"['A']",1
SCAL,"['b', 'x', '+', 'a']",1
SCAL,"['0']",1
FUNC,"['f', '(', 'x', ')', '=', '\\frac', '{', '1', '}', '{', 'x', '^', '2', '+', '3', '}']",1
FUNC,"['g']",1
FUNC,"['f', '(', 'x', ',', 'y', ')', '=', 'x', '/', 'y']",1
SCAL,"['1']",1
SCAL,"['\\frac', '{', '1', '}', '{', '2', '^', 'i', '}', 'f', '(', 'i', ')']",1
SCAL,"['\\frac', '{', 'n', '!', '}', '{', 'k', '!', '(', 'n', '-', 'k', ')', '!', '}']",1
SCAL,"['0']",1
FUNC,"['f', '(', 'x', ')', '=', '1', '/', '4']",1
FUNC,"['g', ':', 'X', '\\to', 'Y']",1
SCAL,"['1']",1
FUNC,"['f', '(', 'x', ')', '=', '8', '^', 'x', '(', '3', 'x', '+', '1', ')']",1
SCAL,"['-', '9']",1
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '3', '+', 'b', '^', '2', 'x', '^', '2', '+', '2', 'x', '+', '3']",1
SCAL,"['-', '5']",1
SCAL,"['1']",1
SCAL,"['m', 'i', 'n']",1
SCAL,"['1']",1
FUNC,"['D']",1
FUNC,"['f', '(', 'x', ')', '=', '\\frac', '{', '1', '}', '{', 'x', '}']",1
FUNC,"['f', '(', 'x', ')', '=', '\\frac', '{', 'x', '}', '{', '1', '+', 'x', '}']",1
SCAL,"['3']",1
FUNC,"['f', '(', 'x', ')', '=', 'x']",1
SCAL,"['1']",1
FUNC,"['f']",1
FUNC,"['f']",1
SCAL,"['4']",1
SCAL,"['2', '^', '{', '6', '}']",1
SCAL,"['1']",1
SCAL,"['0']",1
SCAL,"['1']",1
SCAL,"['0']",1
SCAL,"['0']",1
SCAL,"['1', '0', '+', 'i']",1
FUNC,"['f', '(', 'a', ',', 'b', ')', '=', 'a', '^', '2', '+', '2', 'a', 'b', '+', 'b', '^', '2']",1
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '2', 's', 'i', 'n', '(', '\\frac', '{', '1', '}', '{', 'x', '}', ')']",1
SCAL,"['0']",1
FUNC,"['f']",1
FUNC,"['f']",1
SCAL,"['k', '^', '3']",1
FUNC,"['f', '(', 'x', ')', '=', 'e', '^', 'x', '-', 'x']",1
FUNC,"['f', '(', 'x', ')', '=', 'a', 'x', '^', '2', '+', 'b', 'x', '+', 'c']",1
FUNC,"['g']",1
SET,"['\\{', 'a', ',', 'b', '\\}']",1
SCAL,"['-', '4']",1
FUNC,"['f']",1
FUNC,"['f']",1
FUNC,"['z', '(', 'a', ',', 'b', ')', '=', '\\frac', '{', 'f', '(', 'a', ')', '}', '{', 'g', '(', 'b', ')', '}']",1
SCAL,"['2']",1
FUNC,"['f', '(', 'z', ')', '=', 'z', '\\cdot', 'e', '^', '{', '-', 'z', '}']",1
FUNC,"['x']",1
SCAL,"['(', '-', '1', ')', '^', 'n']",1
SCAL,"['0']",1
SCAL,"['8']",1
SCAL,"['2']",1
SCAL,"['6']",1
SCAL,"['8']",1
SCAL,"['1', '-', '9']",1
FUNC,"['f']",1
SCAL,"['{', '2', '^', '{', 'p', '-', '1', '}', '}', '(', '2', '^', 'p', '-', '1', ')']",1
FUNC,"['f', '(', 'x', ')', '=', '\\frac', '{', '2', 'x', '^', '2', '+', 'x', '}', '{', 'x', '^', '2', '-', '1', '}']",1
SCAL,"['(', '2', 'a', '^', '2', '+', '1', ')', '+', '(', '2', 'a', '^', '2', '-', '1', ')', 'i']",1
SCAL,"['m', '/', 'n']",1
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '2', '-', '4']",1
SCAL,"['7']",1
FUNC,"['f', '(', 'x', ')', '=', '8', 'x', '^', '5', '-', '8', 'x', '^', '4', '-', '9', 'x', '^', '3', '+', '3', 'x', '^', '2', '+', '1', 'x', '-', '1']",1
FUNC,"['f']",1
SCAL,"['1']",1
FUNC,"['f', '(', 'x', ')', '=', '\\frac', '{', '\\frac', '{', '1', '}', '{', 'x', '-', '1', '}', '+', '\\frac', '{', '1', '}', '{', 'x', '+', '1', '}', '}', '{', '\\frac', '{', '2', '}', '{', 'x', '+', '1', '}', '+', '\\frac', '{', '1', '}', '{', 'x', '}', '}']",1
SCAL,"['2', 'a', '+', 'b', '+', 'c']",1
SCAL,"['6']",1
SCAL,"['3']",1
FUNC,"['g']",1
SCAL,"['\\dfrac', '{', 'b', '+', 'c', '}', '{', 'a', '}']",1
SCAL,"['f', '(', 'x', ')']",1
SCAL,"['-', '1']",1
FUNC,"['f', ',', 'g', ':', '\\mathbb{R}', '^', 'N', '\\to', '\\mathbb{R}']",1
FUNC,"['f']",1
FUNC,"['H']",1
SCAL,"['\\frac', '{', 'x', '}', '{', '2', 'y', '}']",1
FUNC,"['g']",1
FUNC,"['g']",1
SCAL,"['1']",1
SCAL,"['-', '1']",1
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '2']",1
FUNC,"['k']",1
SCAL,"['-', '1']",1
SCAL,"['1']",1
FUNC,"['f']",1
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '2', '(', '1', '-', 'x', '^', '2', ')']",1
FUNC,"['f', '(', 'n', ')', '=', '2', '^', 'n', '-', 'n']",1
FUNC,"['g', '(', 'x', ')', '=', 'x', '^', '{', '2', 'n', '+', '1', '}', '-', 'x']",1
SCAL,"['9']",1
FUNC,"['g', '(', 't', ')', '=', 't', '^', '2']",1
SCAL,"['1']",1
FUNC,"['f']",1
SCAL,"['0']",1
SCAL,"['1']",1
SCAL,"['\\frac', '{', 'n', '(', 'n', '+', '1', ')', '}', '{', '2', '}']",1
SCAL,"['a', '\\cdot', 'b', '\\cdot', 'c']",1
SCAL,"['1']",1
SCAL,"['2']",1
SCAL,"['f', '(', 'x', ')']",1
SCAL,"['1', 'a', '^', '3']",1
FUNC,"['F', '(', 'x', ')', '=', '(', 'x', '-', 'a', ')', '^', '2', '(', 'x', '-', 'b', ')', '^', '2', '+', 'x']",1
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', 'n']",1
SCAL,"['8']",1
SCAL,"['-', '1']",1
SCAL,"['0']",1
FUNC,"['f', '(', 'x', ')', '=', 'm', 'x']",1
SCAL,"['7']",1
SCAL,"['0']",1
FUNC,"['h', '(', 'x', ')', '=', 's', 'i', 'n', '(', 'x', '/', '2', ')']",1
SCAL,"['x', '^', '2', '+', '7']",1
FUNC,"['W']",1
SCAL,"['h', '(', 'n', ')']",1
FUNC,"['f']",1
FUNC,"['f', '\\colon', 'X', '\\to', 'Y']",1
FUNC,"['g']",1
SCAL,"['3', '^', '{', '3', '}']",1
SCAL,"['0']",1
FUNC,"['f']",1
SCAL,"['1']",1
FUNC,"['z']",1
FUNC,"['f']",1
FUNC,"['f', '(', 'x', ')', '=', 'x']",1
FUNC,"['u']",1
SCAL,"['1']",1
FUNC,"['x']",1
SCAL,"['5']",1
SCAL,"['0']",1
SCAL,"['2', 'j', '-', '1']",1
FUNC,"['y', '(', '2', ')', '=', '5']",1
SCAL,"['1']",1
FUNC,"['f']",1
FUNC,"['f', '\\circ', 'g']",1
SCAL,"['7']",1
FUNC,"['f']",1
FUNC,"['g']",1
SCAL,"['0']",1
SCAL,"['2']",1
FUNC,"['f']",1
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '2', '-', '4']",1
FUNC,"['f']",1
FUNC,"['f']",1
SCAL,"['b', '+', 'g']",1
SCAL,"['\\dfrac', '{', '(', '2', 'n', ')', '!', '}', '{', '2', '!', '(', '(', '2', 'n', ')', '-', '2', ')', '!', '}']",1
SCAL,"['f', '(', 't', ')']",1
SCAL,"['\\frac', '{', 'z', '-', '1', '}', '{', 'z', '+', '1', '}']",1
SCAL,"['3']",1
SCAL,"['f', '(', 'x', ')']",1
SCAL,"['0']",1
SCAL,"['f', '(', 'x', ')']",1
SCAL,"['i', '^', 'x', '+', 'i', '^', 'y']",1
FUNC,"['x']",1
FUNC,"['f']",1
SCAL,"['1']",1
FUNC,"['g']",1
FUNC,"['f', '(', 'x', ',', 'y', ')', '=', 'x', '^', 'y', '-', 'y', '^', 'x']",1
FUNC,"['f', '(', 'x', ')', '=', '\\frac', '{', 'a', 'x', '+', 'b', '}', '{', 'c', 'x', '+', 'd', '}']",1
SCAL,"['0']",1
SCAL,"['9']",1
SCAL,"['-', '6']",1
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '3', '+', '1', '-', '2', '{', '(', '2', 'x', '-', '1', ')', '}', '^', '{', '1', '/', '3', '}']",1
SCAL,"['(', 'a', '+', 'b', '+', 'c', ')', '^', '{', '2', '}']",1
FUNC,"['g', '(', 'x', ')', '=', 'f', '(', 'x', ')', '+', 'c']",1
SCAL,"['3']",1
FUNC,"['f']",1
SCAL,"['2']",1
SCAL,"['1']",1
FUNC,"['y']",1
SCAL,"['x', '+', 'i', 'y']",1
FUNC,"['y']",1
SCAL,"['0']",1
SCAL,"['1']",1
SCAL,"['x', '^', '2', '-', '3', 'y', '^', '2']",1
SCAL,"['\\frac', '{', '1', '}', '{', '0', '}']",1
FUNC,"['f', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']",1
SCAL,"['4']",1
SCAL,"['\\frac', '{', 'x', '^', '3', '-', 'x', '^', '2', '+', '5', 'x', '-', '1', '}', '{', '2', 'x', '^', '2', '+', 'x', '-', '6', '}']",1
FUNC,"['f', '(', 'n', ')', '=', '1', '-', '\\frac', '{', '2', '}', '{', 'n', '}', '-', '\\frac', '{', '1', '}', '{', '2', '^', 'n', '}']",1
FUNC,"['g']",1
SCAL,"['3']",1
SCAL,"['a', '-', 'p']",1
SCAL,"['e', '^', '{', '-', '1', '}']",1
SCAL,"['7']",1
SCAL,"['a', '^', '2', '-', '1']",1
SCAL,"['\\frac', '{', '3', '}', '{', '4', '}']",1
FUNC,"['f', '(', 'x', ')', '=', 'x', '-', '2', '+', '\\frac', '{', 'a', '-', '3', '}', '{', 'x', '}']",1
FUNC,"['f']",1
SCAL,"['a', '+', 'p']",1
SCAL,"['-', '1']",1
FUNC,"['f']",1
SCAL,"['7']",1
FUNC,"['F']",1
SCAL,"['0']",1
SCAL,"['0']",1
SCAL,"['3']",1
SCAL,"['0']",1
SCAL,"['1', '/', '(', 'a', '+', '1', ')', '^', '3', '+', '1', '/', '(', 'b', '+', '1', ')', '^', '3', '+', '1', '/', '(', 'c', '+', '1', ')', '^', '3']",1
SCAL,"['2']",1
FUNC,"['f', '(', 'x', ')', '=', '2', 'x', '+', '3']",1
SCAL,"['0']",1
SCAL,"['\\frac', '{', 'm', '}', '{', 'n', '}']",1
SCAL,"['x', '+', '2', 'y']",1
FUNC,"['f', '(', 's', ')', '=', 's', '^', '2']",1
SCAL,"['1']",1
FUNC,"['f', '(', 'x', ')', '=', '\\frac', '{', '1', '}', '{', 'x', '-', '1', '}']",1
FUNC,"['f']",1
SET,"['A', '^', '\\mathbb', 'N']",1
FUNC,"['F', '(', 'x', ')', '=', '\\dfrac', '{', 'a', '(', 'x', ')', '}', '{', 'b', '(', 'x', ')', '}']",1
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '2']",1
SCAL,"['1']",1
FUNC,"['y']",1
FUNC,"['W']",1
FUNC,"['B']",1
FUNC,"['f']",1
FUNC,"['f']",1
FUNC,"['f', ':', '\\mathbb{R}', '\\to', '(', '1', ',', '2', ']']",1
FUNC,"['f']",1
FUNC,"['f']",1
FUNC,"['f', '\\colon', 'A', '\\to', 'B']",1
SCAL,"['5']",1
FUNC,"['f']",1
SCAL,"['9']",1
FUNC,"['f', ':', 'R', '\\to', 'R']",1
FUNC,"['f', '(', 'x', ')', '=', '2', 'x', '^', '2', '+', '8', 'x', '-', '7']",1
SCAL,"['0']",1
FUNC,"['y', ':', '\\mathbb', 'R', '\\to', '\\mathbb', 'R']",1
SCAL,"['2']",1
SCAL,"['3']",1
FUNC,"['g', '(', 'x', ',', 'y', ')', '=', '\\frac', '{', '1', '}', '{', '6', '}', '(', '6', 'x', '^', '2', '+', '1', 'x', 'y', '+', '7', 'y', '^', '2', ')']",1
FUNC,"['s']",1
FUNC,"['f', '(', 'x', ')', '=', '5', '(', '0', '5', ')', '^', '{', '-', 'x', '}']",1
SCAL,"['\\frac', '{', '1', '}', '{', '3', '}']",1
SCAL,"['1']",1
SCAL,"['4']",1
FUNC,"['f', ':', '[', '0', ',', '1', ']', '\\to', '[', '0', ',', '1', ']']",1
FUNC,"['f']",1
FUNC,"['F']",1
SCAL,"['-', '1']",1
SCAL,"['\\frac', '{', 'p', '}', '{', 'q', '}']",1
FUNC,"['g']",1
SCAL,"['d', '(', 'n', ')']",1
SCAL,"['9']",1
SCAL,"['2', '^', '{', '2', 'c', '-', '1', '}', '-', '1']",1
SCAL,"['p', '+', 'n']",1
FUNC,"['f', '(', 'x', ')', '=', 'x', '+', '1']",1
SCAL,"['2']",1
SCAL,"['5']",1
SCAL,"['1']",1
SCAL,"['5']",1
SCAL,"['r', '(', 'x', ')']",1
SCAL,"['x', '+', 'y', '+', 'z']",1
FUNC,"['f', ':', 'S', '\\to', 'T']",1
FUNC,"['f']",1
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '2', '-', '5', 'x', '+', '3']",1
SCAL,"['g', '^', '{', '-', '1', '}', '(', '1', ')']",1
SCAL,"['2']",1
SCAL,"['u', '(', 'z', ')']",1
FUNC,"['f']",1
FUNC,"['B', ':', '\\mathbb', 'R', '\\to', '\\mathbb', 'R']",1
SCAL,"['3']",1
FUNC,"['f', '(', 'x', ')', '=', '2', '^', 'x']",1
SCAL,"['x', 'a']",1
SCAL,"['3']",1
SCAL,"['6']",1
SCAL,"['1']",1
FUNC,"['g']",1
SET,"['(', 'x', ',', 'y', ')']",1
FUNC,"['F']",1
SCAL,"['6']",1
SCAL,"['4']",1
SCAL,"['1', '^', '{', '1', '}', '-', '1']",1
SCAL,"['6']",1
SCAL,"['2']",1
SCAL,"['\\dfrac', '{', '0', '}', '{', '0', '}']",1
FUNC,"['G']",1
SCAL,"['n', '!']",1
SCAL,"['2']",1
FUNC,"['f']",1
FUNC,"['f', '(', 'x', ')', '=', 'g', '^', 'x']",1
SCAL,"['0']",1
SET,"['\mathbb{N}']",1
SCAL,"['1']",1
FUNC,"['f', ':', '\\{', '1', ',', '2', ',', '3', '\\}', '\\to', '\\{', '1', ',', '2', ',', '3', ',', '4', '\\}']",1
FUNC,"['f']",1
SCAL,"['g', '(', 't', ')']",1
FUNC,"['f']",1
SCAL,"['6']",1
FUNC,"['\ln']",1
FUNC,"['f', '(', 'z', ')', '=', 'z', '^', '{', '\\frac', '{', '1', '}', '{', 'n', '}', '}']",1
FUNC,"['f', '(', 'x', ',', 'y', ')', '=', '(', 'x', '-', '5', ')', '^', '2', '+', '(', 'y', '-', '3', ')', '^', '2']",1
FUNC,"['f', '(', 'x', ')', '=', '1', '-', '\\frac', '{', '1', '}', '{', 'x', '}']",1
SCAL,"['f', '(', 'x', ')']",1
FUNC,"['f', '(', 'z', ')', '=', '\\frac', '{', '1', '}', '{', 'z', '(', 'z', '-', '1', ')', '^', '2', '}']",1
SCAL,"['7']",1
FUNC,"['f']",1
SCAL,"['3']",1
SCAL,"['1']",1
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '{', '1', '/', 'x', '}']",1
SCAL,"['k', '\\cdot', '4', '\\cdot', '1', '^', '{', 'k', '-', '1', '}']",1
FUNC,"['f']",1
SCAL,"['2']",1
SCAL,"['\\frac', '{', 'm', '}', '{', 'n', '}']",1
SCAL,"['9']",1
SCAL,"['1']",1
FUNC,"['A', ':', 'N', '^', '2', '\\rightarrow', 'N']",1
FUNC,"['p', '(', 'x', ')', '=', 'a', '^', 'x', '-', 'b', '^', 'x']",1
FUNC,"['y']",1
FUNC,"['h', '(', 'x', ')', '=', '-', 'x', '^', '2', '+', 'x', '+', '1', '5']",1
SCAL,"['(', '2', 'x', '+', '1', ')']",1
FUNC,"['g', '(', 'x', ')', '=', 'x', '^', '2']",1
SCAL,"['g', '(', '7', ')']",1
FUNC,"['f']",1
SCAL,"['3']",1
SCAL,"['y', '+', 'z']",1
SCAL,"['i', '+', '1']",1
SCAL,"['3']",1
FUNC,"['f']",1
SCAL,"['9', '8']",1
FUNC,"['f', '(', 'x', ')', '=', '1', '/', 'x']",1
FUNC,"['f']",1
SCAL,"['0', '5']",1
FUNC,"['f']",1
SCAL,"['5']",1
FUNC,"['I']",1
FUNC,"['f']",1
FUNC,"['f', ':', 'I', '\\to', 'J']",1
FUNC,"['x']",1
FUNC,"['f']",1
FUNC,"['f']",1
FUNC,"['f']",1
SCAL,"['1']",1
SCAL,"['1']",1
FUNC,"['f', '(', 'x', ')', '=', '\\frac', '{', 'x', '}', '{', 'x', '}']",1
SCAL,"['(', 'k', '-', '1', ')']",1
SCAL,"['4']",1
SCAL,"['z', '^', '{', 'n', '/', 'n', '}']",1
SCAL,"['1', '/', 'u']",1
SCAL,"['1']",1
FUNC,"['f']",1
SCAL,"['y', '/', 'z']",1
SCAL,"['2']",1
SCAL,"['1']",1
SCAL,"['1', '/', '8']",1
SCAL,"['\\binom', '{', '2', 'm', '}', '{', 'm', '}']",1
SCAL,"['1']",1
FUNC,"['f']",1
SET,"['\\mathbb', 'R']",1
FUNC,"['f']",1
SCAL,"['1', '^', '7', '-', '1']",1
SCAL,"['2']",1
SCAL,"['b', '^', '{', '1', '/', 'n', '}']",1
SCAL,"['1']",1
FUNC,"['f']",1
SCAL,"['(', 'e', '-', '1', ')', '/', 'm']",1
SCAL,"['x', '^', '3', '+', 'y', '^', '3', '+', 'z', '^', '3']",1
FUNC,"['f', '(', 'x', ')', '=', '\\frac', '{', '1', '}', '{', 'x', '}']",1
SCAL,"['-', '1']",1
SET,"['(', 'a', ',', 'b', ')']",1
FUNC,"['f', '\\colon', 'X', '\\to', 'Y']",1
FUNC,"['f', '(', 'x', ')', '=', '4', '^', '{', '2', 'x', '}', '-', '(', '3', '^', '{', 'x', '-', '1', '}', '+', '5', ')']",1
FUNC,"['f', '(', 'x', ')', '=', '2', '^', 'x', '+', 'x', '^', '2', '-', 'a']",1
FUNC,"['f', ':', 'A', '\\to', 'B']",1
FUNC,"['f']",1
SCAL,"['3', 'x']",1
SCAL,"['f', '(', '2', ')']",1
SCAL,"['x', '/', '4']",1
FUNC,"['f']",1
SCAL,"['5']",1
FUNC,"['f']",1
FUNC,"['f']",1
FUNC,"['f']",1
SCAL,"['4']",1
SCAL,"['\\frac', '{', '1', '}', '{', 'm', '/', 'r', '}']",1
SCAL,"['\\frac', '{', '1', '}', '{', '2', '}']",1
SET,"['(', '2', ',', '2', ')']",1
SCAL,"['1', '+', 'x', '^', '6', '+', 'x', '^', '{', '1', '}', '+', 'x', '^', '{', '1', '}', '+', 'x', '^', '{', '2', '}', '+', 'x', '^', '{', '3', '}']",1
FUNC,"['f']",1
FUNC,"['f', '(', 'x', ')', '=', '(', 'x', '^', '2', '+', 'x', '+', '1', ')', '(', 'a', 'x', '+', 'b', ')']",1
SCAL,"['(', '3', '/', '4', ')', '^', '3']",1
FUNC,"['f', '(', 'n', ')', '=', '\\frac', '{', 'c', '^', 'n', '}', '{', 'n', '!', '}']",1
SCAL,"['5']",1
SCAL,"['4']",1
SCAL,"['2']",1
FUNC,"['g', '(', 'x', ')', '=', 'f', '(', 'x', '-', 'c', ')']",1
FUNC,"['f']",1
FUNC,"['f']",1
FUNC,"['G']",1
SCAL,"['a', '^', '{', 'n', '}']",1
SCAL,"['3']",1
FUNC,"['f', '(', 't', ')', '=', '\\frac', '{', '1', '}', '{', 't', '}']",1
SCAL,"['(', '1', '-', '5', ')', '\\cdot', '(', '6', '-', '5', '+', '6', ')', '/', '1']",1
SCAL,"['1']",1
SCAL,"['1']",1
FUNC,"['f', '(', 'x', ')', '=', '0']",1
SCAL,"['1']",1
FUNC,"['g', ':', '\\mathbb{N}', '\\rightarrow', '\\mathbb{R}']",1
SCAL,"['5']",1
SCAL,"['2']",1
FUNC,"['f', '(', 's', ')', '=', 's', '^', '2']",1
SCAL,"['7']",1
FUNC,"['f']",1
SCAL,"['1']",1
SCAL,"['7']",1
SCAL,"['1']",1
FUNC,"['f']",1
FUNC,"['g', '(', 'x', ')', '=', '8']",1
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '4', '+', '3', 'x', '^', '3', '+', '3', 'x', '^', '2', '+', 'x']",1
SCAL,"['0']",1
FUNC,"['g']",1
FUNC,"['f', ':', '(', '1', ',', '1', ')', '\\rightarrow', 'R']",1
SCAL,"['2', '^', '{', 'n', '-', '1', '}', '+', '1']",1
SCAL,"['1']",1
SCAL,"['3', 'x']",1
SCAL,"['9', '-', '(', 'a', 'b', '-', '1', ')']",1
SCAL,"['2']",1
SCAL,"['1']",1
SCAL,"['(', 'a', ')']",1
FUNC,"['f', ':', '\\mathbb{R}', '\\rightarrow', '\\mathbb{R}']",1
FUNC,"['f']",1
SCAL,"['2']",1
SCAL,"['1']",1
FUNC,"['f', '(', 'x', ')', '=', 'x', '+', 'c']",1
FUNC,"['W']",1
SCAL,"['4']",1
FUNC,"['f', ':', 'X', '\\to', 'Y']",1
FUNC,"['f']",1
FUNC,"['f', '(', 'x', ')', '=', '3', 'x', '^', '2', '+', 'b', 'x', '-', '2']",1
SCAL,"['f', '(', 'x', ')']",1
SCAL,"['f', '(', 'c', ')']",1
FUNC,"['f']",1
SCAL,"['1']",1
FUNC,"['f', '(', 'x', ')', '=', '1']",1
SCAL,"['1']",1
SCAL,"['1']",1
SCAL,"['1']",1
FUNC,"['g', '(', 'x', ')', '=', 'x', '^', '2', '+', '2', 'x']",1
FUNC,"['h']",1
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '2', '-', '2', 'x']",1
FUNC,"['f']",1
SCAL,"['1', '/', '0']",1
FUNC,"['f', '(', 'x', ')', '=', 'a', '(', 'b', '-', 'c', ')', 'x', '^', '2', '+', 'b', '(', 'c', '-', 'a', ')', 'x', '+', 'c', '(', 'a', '-', 'b', ')']",1
FUNC,"['f', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']",1
SCAL,"['5']",1
SCAL,"['1']",1
SCAL,"['4']",1
SCAL,"['1']",1
SCAL,"['p', 'e', '(', 'n', ')']",1
SCAL,"['\\frac', '{', '1', '}', '{', '3', '}']",1
FUNC,"['f']",1
SCAL,"['(', 'n', 'q', ')']",1
SCAL,"['\\frac', '{', 'a', 'b', '}', '{', 'a', 'd', '}', '+', '\\frac', '{', 'c', '}', '{', 'a', 'd', '}']",1
FUNC,"['P', '(', 't', ')', '=', '1', 't', '-', 't', '^', '{', '4', '}', '+', '1']",1
FUNC,"['h', '(', 'c', ')', '=', 'g', '(', 'c', ')', '-', 'f', '(', 'c', ')']",1
FUNC,"['f']",1
FUNC,"['f', '(', 'x', ')', '=', 'a', 'x', '^', '2', '+', 'b', 'x', '+', 'c']",1
SCAL,"['4']",1
FUNC,"['\exp']",1
FUNC,"['f', '(', 'x', ')', '=', '\\frac', '{', 'x', '^', '2', '+', 'p', 'x', '+', '1', '}', '{', 'x', '^', '2', '+', 'x', '+', '1', '}']",1
FUNC,"['x']",1
FUNC,"['f']",1
SCAL,"['-', '1']",1
FUNC,"['f']",1
SCAL,"['0']",1
SCAL,"['1']",1
SCAL,"['2', 'k', '-', '1']",1
FUNC,"['f']",1
SCAL,"['2']",1
SCAL,"['7']",1
SCAL,"['-', '\\frac', '{', '1', '}', '{', '2', '}']",1
SCAL,"['2']",1
SCAL,"['2', 'n']",1
SCAL,"['2']",1
SCAL,"['3']",1
FUNC,"['f']",1
FUNC,"['f', ':', '\\{', '1', ',', '2', ',', '3', ',', '4', ',', '5', '\\}', '\\rightarrow', '\\{', '1', ',', '2', ',', '3', ',', '4', ',', '5', '\\}']",1
FUNC,"['g', '(', 'x', ')', '=', '(', 'x', '-', '4', ')', '^', '{', '7', '}']",1
FUNC,"['f']",1
FUNC,"['f', '(', 'x', ')', '=', '(', 'x', '-', '3', ')', '^', '{', '1', '/', '2', '}']",1
FUNC,"['f', '(', 'x', ')', '=', '\\frac', '{', 'x', '}', '{', '1', '-', 'x', '}']",1
SCAL,"['3', 'x']",1
FUNC,"['\sin']",1
SCAL,"['0']",1
SCAL,"['1']",1
SCAL,"['1']",1
FUNC,"['u']",1
SCAL,"['3', '2']",1
FUNC,"['g', ':', 'S', '\\to', 'A']",1
SCAL,"['0']",1
FUNC,"['h']",1
SCAL,"['0']",1
FUNC,"['f']",1
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '4', '+', 'x', '^', '3', '-', 'x', '+', '1']",1
SCAL,"['1']",1
SCAL,"['6', 'k']",1
SCAL,"['\\frac', '{', '1', '-', 'a', '^', 'n', '}', '{', '2', '(', '1', '-', 'a', '^', '{', 'n', '}', ')', '(', '1', '+', 'a', '^', 'n', ')', '}', '+', '\\frac', '{', 'a', '^', 'n', '(', '1', '+', 'a', '^', 'n', ')', '}', '{', '2', '(', '1', '-', 'a', '^', '{', 'n', '}', ')', '(', '1', '+', 'a', '^', 'n', ')', '}', '-', '\\frac', '{', '2', 'a', '^', '{', '2', 'n', '}', '}', '{', '2', '(', '1', '-', 'a', '^', '{', 'n', '}', ')', '(', '1', '+', 'a', '^', 'n', ')', '}']",1
FUNC,"['y']",1
FUNC,"['f']",1
SCAL,"['-', '1']",1
SCAL,"['1']",1
SCAL,"['2', '^', '{', '4', '}']",1
FUNC,"['f']",1
SCAL,"['x', '^', '3', 'y', '^', '4']",1
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '4', '+', '4', 'x', '^', '3', '-', '4', 'x', '^', '2', '+', '2', 'x', '+', '1']",1
FUNC,"['x', '(', 't', ')', '=', '1', '/', 't']",1
SCAL,"['6']",1
FUNC,"['\mathbb{Q}']",1
SCAL,"['1']",1
FUNC,"['g']",1
FUNC,"['f']",1
SCAL,"['d', '(', 'x', ')']",1
SCAL,"['7']",1
FUNC,"['f']",1
FUNC,"['m', '(', 'x', ')', '=', '-', 'x']",1
SCAL,"['0']",1
FUNC,"['f']",1
SCAL,"['x', '+', '2']",1
SCAL,"['3', '(', 'x', '+', '\\frac', '{', '3', '}', '{', '2', '}', ')', '^', '2', '-', '\\frac', '{', '7', '}', '{', '4', '}']",1
FUNC,"['g', '\\colon', 'C', '\\to', 'C']",1
SCAL,"['1']",1
SCAL,"['3']",1
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '2']",1
SCAL,"['x', '-', '2']",1
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '2', '+', '4']",1
FUNC,"['B']",1
FUNC,"['f']",1
SCAL,"['1']",1
FUNC,"['f']",1
SCAL,"['0']",1
FUNC,"['S']",1
FUNC,"['f']",1
FUNC,"['f']",1
FUNC,"['g', '(', 'x', ')', '=', '\\frac', '{', '2', '}', '{', 'x', '^', '2', '-', '1', '}']",1
SCAL,"['1']",1
SCAL,"['5']",1
SCAL,"['8']",1
SCAL,"['z', '^', '2']",1
FUNC,"['h']",1
SCAL,"['5']",1
FUNC,"['f']",1
SCAL,"['5']",1
SCAL,"['1']",1
FUNC,"['g']",1
FUNC,"['f']",1
SCAL,"['1', 'z', '+', '1', 'y', '+', 'x']",1
FUNC,"['f', ':', 'A', '\\rightarrow', 'B']",1
FUNC,"['f']",1
FUNC,"['f']",1
SCAL,"['6']",1
FUNC,"['n']",1
SCAL,"['4', 'x']",1
FUNC,"['g', '\\colon', 'C', '\\to', 'S']",1
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '2']",1
SCAL,"['2']",1
SCAL,"['0']",1
SCAL,"['2']",1
