mtype,tokens,type_tokens,labels,labels_str
SET,"['(', 'a', ',', 'b', ')']","['interval', 'L_PAREN', '__ANON_1', 'COMMA', '__ANON_1', 'R_PAREN']",[0],['elementary-set-theory']
SET,"['A', '\\cap', 'B']","['set_expr', '__ANON_0', 'sets__OP_INTERSEC', '__ANON_0']",[0],['elementary-set-theory']
FUNC,"['F', ':', 'B', '\\cup', 'C', '\\to', 'B', '\\times', 'C']","['func_def', 'func_name', '__ANON_0', 'COLON', 'mapping', 'set_expr', '__ANON_0', 'sets__OP_UNION', '__ANON_0', 'TO', 'set_expr', '__ANON_0', 'sets__OP_CART', '__ANON_0']","[0, 21]","['elementary-set-theory', 'cardinals']"
SET,"['(', 'a', ',', 'b', ')']","['interval', 'L_PAREN', '__ANON_1', 'COMMA', '__ANON_1', 'R_PAREN']","[0, 16]","['elementary-set-theory', 'relations']"
FUNC,"['f', '\\colon', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",[0],['elementary-set-theory']
SET,"['\\{', '1', ',', '2', ',', '3', '\\}']","['explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'R_BRACE_LITERAL']",[0],['elementary-set-theory']
FUNC,"['f', ':', 'B', '\\to', '\\mathbb{N}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', 'set_constant', 'SET_BASIC']","[0, 21]","['elementary-set-theory', 'cardinals']"
FUNC,"['j', ':', 'A', '\\to', 'X']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']","[24, 0, 40]","['general-topology', 'elementary-set-theory', 'proof-verification']"
FUNC,"['f', ':', 'A', '\\rightarrow', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",[0],['elementary-set-theory']
SET,\varnothing,set_constant,[0],['elementary-set-theory']
SET,"['\\{', 'x', '\\}']","['explset', 'L_BRACE_LITERAL', 'item', '__ANON_1', 'R_BRACE_LITERAL']",[0],['elementary-set-theory']
SET,"['Y', '^', 'X']","['set_expr', '__ANON_0', 'CARET', '__ANON_0']","[5, 0, 16]","['functions', 'elementary-set-theory', 'relations']"
FUNC,"['f', ':', 'X', '^', 'm', '\\rightarrow', 'X', '^', 'n']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'CARET', '__ANON_1', 'TO', '__ANON_0', 'CARET', '__ANON_1']",[0],['elementary-set-theory']
FUNC,"['g', ':', 'X', '^', 'm', '\\times', 'X', '^', 'n', '\\rightarrow', 'X', '^', '{', 'm', '+', 'n', '}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_expr', '__ANON_0', 'CARET', '__ANON_1', 'sets__OP_CART', '__ANON_0', 'CARET', '__ANON_1', 'TO', '__ANON_0', 'CARET', 'L_BRACE', 'additive', '__ANON_1', 'ADD', '__ANON_1', 'R_BRACE']",[0],['elementary-set-theory']
SCAL,"['2', 't', '-', '1']","['additive', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3']","[0, 21]","['elementary-set-theory', 'cardinals']"
FUNC,"['f', ':', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",[0],['elementary-set-theory']
SET,"['2', '^', 'S']","['set_expr', '__ANON_3', 'CARET', '__ANON_0']","[0, 15]","['elementary-set-theory', 'notation']"
FUNC,"['g', '\\colon', '\\mathbb{N}', '\\times', '\\mathbb{N}', '\\to', '\\mathbb{N}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_expr', 'set_constant', 'SET_BASIC', 'sets__OP_CART', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']",[0],['elementary-set-theory']
FUNC,"['g', '(', 'p', ',', 'q', ')', '=', '\\frac', '{', '(', 'p', '+', 'q', ')', '(', 'p', '+', 'q', '+', '1', ')', '}', '{', '2', '}', '+', 'q']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', 'func_arg', '__ANON_1', 'COMMA', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'expr_atom', 'CMD_FRAC', 'L_BRACE', 'unary', 'group', 'L_PAREN', 'additive', '__ANON_1', 'ADD', '__ANON_1', 'R_PAREN', 'group', 'L_PAREN', 'additive', '__ANON_1', 'ADD', 'additive', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3', 'R_PAREN', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'ADD', '__ANON_1']",[0],['elementary-set-theory']
FUNC,"['f', ':', 'X', '\\to', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']","[5, 8, 0]","['functions', 'discrete-mathematics', 'elementary-set-theory']"
SET,\mathbb{Q},"['set_constant', 'SET_BASIC']","[0, 29]","['elementary-set-theory', 'definition']"
SET,\mathbb{R},"['set_constant', 'SET_BASIC']","[0, 29]","['elementary-set-theory', 'definition']"
FUNC,"['f', ':', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']","[5, 0, 41]","['functions', 'elementary-set-theory', 'proof-writing']"
SET,"['X', '\\times', 'Y']","['set_expr', '__ANON_0', 'sets__OP_CART', '__ANON_0']",[0],['elementary-set-theory']
SET,"['[', '0', ',', '1', ']']","['interval', 'L_BRACKET', 'expr_atom', '__ANON_3', 'COMMA', 'expr_atom', '__ANON_3', 'R_BRACKET']","[52, 0]","['sequences-and-series', 'elementary-set-theory']"
FUNC,"['f', ':', 'X', '\\rightarrow', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']","[0, 21]","['elementary-set-theory', 'cardinals']"
FUNC,"['f', ':', 'C', '\\to', 'A', '^', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', 'set_expr', '__ANON_0', 'CARET', '__ANON_0']","[0, 21]","['elementary-set-theory', 'cardinals']"
SET,"['(', 'A', '^', 'B', ')', '^', 'C']","['set_expr', 'set_expr', 'L_PAREN', 'set_expr', '__ANON_0', 'CARET', '__ANON_0', 'R_PAREN', 'CARET', '__ANON_0']","[0, 21]","['elementary-set-theory', 'cardinals']"
FUNC,"['g', '\\colon', 'B', '\\times', 'C', '\\to', 'A']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_expr', '__ANON_0', 'sets__OP_CART', '__ANON_0', 'TO', '__ANON_0']","[0, 21]","['elementary-set-theory', 'cardinals']"
FUNC,"['f', ':', 'M', '\\to', 'N']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']","[0, 7]","['elementary-set-theory', 'terminology']"
SET,\mathbb{N},"['set_constant', 'SET_BASIC']","[17, 0]","['elementary-number-theory', 'elementary-set-theory']"
FUNC,"['g', ':', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']","[0, 7]","['elementary-set-theory', 'terminology']"
SET,"['A', '\\times', 'A']","['set_expr', '__ANON_0', 'sets__OP_CART', '__ANON_0']","[8, 0, 20]","['discrete-mathematics', 'elementary-set-theory', 'logic']"
SET,\mathbb{R},"['set_constant', 'SET_BASIC']",[0],['elementary-set-theory']
SCAL,"['3', 'k']","['unary', 'expr_atom', '__ANON_3', '__ANON_1']","[30, 0]","['combinatorics', 'elementary-set-theory']"
FUNC,"['f', ':', 'D', '^', '{', 'n', '-', '1', '}', '\\to', '\\mathbb', 'R']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'CARET', 'L_BRACE', 'additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3', 'R_BRACE', 'TO', 'SET_FAT', '__ANON_0']","[10, 0]","['real-analysis', 'elementary-set-theory']"
SET,"['N', '+', '1']","['__ANON_0', 'expr_atom', 'ADD', '__ANON_3']","[30, 14, 0]","['combinatorics', 'algebra-precalculus', 'elementary-set-theory']"
SET,"['2', '^', 'N']","['set_expr', '__ANON_3', 'CARET', '__ANON_0']","[30, 14, 0]","['combinatorics', 'algebra-precalculus', 'elementary-set-theory']"
SET,"['2', '^', 'N']","['set_expr', '__ANON_3', 'CARET', '__ANON_0']","[30, 14, 0]","['combinatorics', 'algebra-precalculus', 'elementary-set-theory']"
SET,"['(', 'a', ',', 'b', ')']","['interval', 'L_PAREN', '__ANON_1', 'COMMA', '__ANON_1', 'R_PAREN']","[5, 0]","['functions', 'elementary-set-theory']"
SET,"['(', 'a', ',', 'b', ')']","['interval', 'L_PAREN', '__ANON_1', 'COMMA', '__ANON_1', 'R_PAREN']","[5, 0]","['functions', 'elementary-set-theory']"
FUNC,"['f', '(', 'x', ')', '=', 'x', '^', '2']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3']","[10, 0]","['real-analysis', 'elementary-set-theory']"
SET,"['A', '\\cup', 'B']","['set_expr', '__ANON_0', 'sets__OP_UNION', '__ANON_0']",[0],['elementary-set-theory']
SET,\mathbb{N},"['set_constant', 'SET_BASIC']","[10, 0]","['real-analysis', 'elementary-set-theory']"
SET,\mathbb{N},"['set_constant', 'SET_BASIC']","[0, 21]","['elementary-set-theory', 'cardinals']"
FUNC,"['f', ':', '\\mathbb{N}', '\\to', '\\mathbb{Q}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']","[0, 21]","['elementary-set-theory', 'cardinals']"
FUNC,"['S', ':', 'N', '\\to', 'N']","['func_def', 'func_name', '__ANON_0', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']","[0, 20]","['elementary-set-theory', 'logic']"
SET,\mathbb{N},"['set_constant', 'SET_BASIC']",[0],['elementary-set-theory']
SCAL,"['a', '/', 'b']","['mp', '__ANON_1', 'DIV', '__ANON_1']",[0],['elementary-set-theory']
SET,\mathbb{N},"['set_constant', 'SET_BASIC']","[10, 0, 41]","['real-analysis', 'elementary-set-theory', 'proof-writing']"
FUNC,"['g', ':', 'S', '\\to', 'S']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']","[5, 0]","['functions', 'elementary-set-theory']"
FUNC,"['f', ':', '\\mathbb{N}', '\\to', '\\mathbb{N}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']","[5, 0]","['functions', 'elementary-set-theory']"
FUNC,"['g', ':', '\\mathbb{N}', '\\to', '\\mathbb{N}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']","[5, 0]","['functions', 'elementary-set-theory']"
FUNC,"['f', ':', 'C', '\\rightarrow', 'D']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",[0],['elementary-set-theory']
SET,"['\\{', '1', ',', '2', '\\}']","['explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'R_BRACE_LITERAL']",[0],['elementary-set-theory']
FUNC,"['f', ':', 'X', '\\to', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",[0],['elementary-set-theory']
SET,\varnothing,set_constant,[0],['elementary-set-theory']
SET,"['\\{', Token('sets__SET_EMPTY', '\\varnothing'), '\\}']","['explset', 'L_BRACE_LITERAL', 'set_constant', 'R_BRACE_LITERAL']",[0],['elementary-set-theory']
SET,"['\\{', Token('sets__SET_EMPTY', '\\varnothing'), '\\}']","['explset', 'L_BRACE_LITERAL', 'set_constant', 'R_BRACE_LITERAL']",[0],['elementary-set-theory']
FUNC,"['f', ':', '\\mathbb{N}', '\\to', '\\mathbb{N}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']",[0],['elementary-set-theory']
FUNC,"['f', ':', '\\mathbb{N}', '\\to', '\\mathbb{Q}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']","[0, 56]","['elementary-set-theory', 'proof-explanation']"
SET,\mathbb{N},"['set_constant', 'SET_BASIC']","[0, 56]","['elementary-set-theory', 'proof-explanation']"
FUNC,"['f', ':', 'X', '\\to', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']","[5, 0]","['functions', 'elementary-set-theory']"
FUNC,"['f', '\\colon', '\\mathbb', 'N', '\\to', '\\{', '0', ',', '1', '\\}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'SET_FAT', '__ANON_0', 'TO', 'explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'R_BRACE_LITERAL']",[0],['elementary-set-theory']
SET,"['S', '\\cap', 'T']","['set_expr', '__ANON_0', 'sets__OP_INTERSEC', '__ANON_0']","[0, 40]","['elementary-set-theory', 'proof-verification']"
SET,"['S', '\\cap', 'T']","['set_expr', '__ANON_0', 'sets__OP_INTERSEC', '__ANON_0']","[0, 40]","['elementary-set-theory', 'proof-verification']"
SET,"['S', '\\cap', 'T']","['set_expr', '__ANON_0', 'sets__OP_INTERSEC', '__ANON_0']","[0, 40]","['elementary-set-theory', 'proof-verification']"
FUNC,"['f', '\\colon', 'A', '\\to', 'A']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",[0],['elementary-set-theory']
FUNC,"['f', ':', 'A', '\\to', 'A']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",[0],['elementary-set-theory']
FUNC,"['f', ':', '\\mathbb{N}', '\\rightarrow', '\\mathbb{N}', '\\times', '\\mathbb{N}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_expr', 'set_constant', 'SET_BASIC', 'sets__OP_CART', 'set_constant', 'SET_BASIC']",[0],['elementary-set-theory']
SET,\mathbb{R},"['set_constant', 'SET_BASIC']","[10, 0]","['real-analysis', 'elementary-set-theory']"
SET,"['A', '\\cap', 'B', '\\cap', 'C']","['set_expr', '__ANON_0', 'sets__OP_INTERSEC', '__ANON_0', 'sets__OP_INTERSEC', '__ANON_0']",[0],['elementary-set-theory']
SCAL,"['2', '^', '{', '(', 'n', '-', '2', ')', '}']","['exp', 'expr_atom', '__ANON_3', 'CARET', 'L_BRACE', 'group', 'L_PAREN', 'additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3', 'R_PAREN', 'R_BRACE']",[0],['elementary-set-theory']
FUNC,"['f', ':', 'A', '\\rightarrow', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']","[8, 0, 41]","['discrete-mathematics', 'elementary-set-theory', 'proof-writing']"
FUNC,"['h', ':', 'C', '\\to', 'D']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']","[10, 24, 0]","['real-analysis', 'general-topology', 'elementary-set-theory']"
FUNC,"['f', ':', '\\mathbb', 'Z', '\\times', '\\mathbb', 'Z', '\\to', '\\mathbb', 'Z']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_expr', 'SET_FAT', '__ANON_0', 'sets__OP_CART', 'SET_FAT', '__ANON_0', 'TO', 'SET_FAT', '__ANON_0']","[5, 0, 41]","['functions', 'elementary-set-theory', 'proof-writing']"
SET,"['(', 'q', ',', 'z', ')']","['interval', 'L_PAREN', '__ANON_1', 'COMMA', '__ANON_1', 'R_PAREN']",[0],['elementary-set-theory']
FUNC,"['f', '\\colon', 'X', '\\to', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']","[58, 5, 0, 40]","['abstract-algebra', 'functions', 'elementary-set-theory', 'proof-verification']"
FUNC,"['f', '\\colon', 'X', '\\to', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']","[58, 5, 0, 40]","['abstract-algebra', 'functions', 'elementary-set-theory', 'proof-verification']"
SCAL,"['k', '+', '1']","['additive', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3']",[0],['elementary-set-theory']
FUNC,"['g', '\\colon', '\\mathbb', 'N', '\\to', '\\mathbb', 'N']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'SET_FAT', '__ANON_0', 'TO', 'SET_FAT', '__ANON_0']",[0],['elementary-set-theory']
FUNC,"['f', ':', 'A', '\\to', '\\mathbb{N}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', 'set_constant', 'SET_BASIC']","[30, 0, 15, 29]","['combinatorics', 'elementary-set-theory', 'notation', 'definition']"
FUNC,"['f', '\\colon', 'A', '\\times', '(', 'B', '\\times', 'C', ')', '\\to', '(', 'A', '\\times', 'B', ')', '\\times', 'C']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_expr', '__ANON_0', 'sets__OP_CART', 'set_expr', 'L_PAREN', 'set_expr', '__ANON_0', 'sets__OP_CART', '__ANON_0', 'R_PAREN', 'TO', 'set_expr', 'set_expr', 'L_PAREN', 'set_expr', '__ANON_0', 'sets__OP_CART', '__ANON_0', 'R_PAREN', 'sets__OP_CART', '__ANON_0']","[5, 0]","['functions', 'elementary-set-theory']"
SET,\mathbb{Q},"['set_constant', 'SET_BASIC']","[40, 0, 41]","['proof-verification', 'elementary-set-theory', 'proof-writing']"
SET,"['\\{', '2', ',', '3', '\\}']","['explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_3', 'COMMA', 'item', '__ANON_3', 'R_BRACE_LITERAL']",[0],['elementary-set-theory']
FUNC,"['g', '\\colon', '\\mathbb', 'N', '\\to', '\\mathbb', 'N', '\\times', '\\mathbb', 'N']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'SET_FAT', '__ANON_0', 'TO', 'set_expr', 'SET_FAT', '__ANON_0', 'sets__OP_CART', 'SET_FAT', '__ANON_0']","[0, 21]","['elementary-set-theory', 'cardinals']"
FUNC,"['f', ':', '\\mathbb{N}', '\\rightarrow', '\\mathbb{N}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']","[5, 0]","['functions', 'elementary-set-theory']"
FUNC,\arctan,FUNC_NORMAL,[0],['elementary-set-theory']
SET,\mathbb{Q},"['set_constant', 'SET_BASIC']","[0, 21]","['elementary-set-theory', 'cardinals']"
SET,"['\\{', 'a', '\\}']","['explset', 'L_BRACE_LITERAL', 'item', '__ANON_1', 'R_BRACE_LITERAL']","[0, 20]","['elementary-set-theory', 'logic']"
SET,"['S', '\\times', 'S']","['set_expr', '__ANON_0', 'sets__OP_CART', '__ANON_0']",[0],['elementary-set-theory']
SET,\mathbb{N},"['set_constant', 'SET_BASIC']","[40, 0, 41]","['proof-verification', 'elementary-set-theory', 'proof-writing']"
FUNC,"['f', '\\colon', 'X', '\\to', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']","[0, 64]","['elementary-set-theory', 'complex-numbers']"
FUNC,"['f', '\\colon', 'X', '\\to', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']","[0, 64]","['elementary-set-theory', 'complex-numbers']"
FUNC,"['f', '\\colon', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']","[0, 21]","['elementary-set-theory', 'cardinals']"
SET,\mathbb{N},"['set_constant', 'SET_BASIC']",[0],['elementary-set-theory']
SET,"['A', '(', 'n', ')']","['__ANON_0', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']",[0],['elementary-set-theory']
FUNC,"['f', ':', 'X', '\\rightarrow', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']","[40, 0, 41]","['proof-verification', 'elementary-set-theory', 'proof-writing']"
FUNC,"['f', ':', 'X', '\\rightarrow', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']","[5, 0]","['functions', 'elementary-set-theory']"
FUNC,"['f', ':', 'X', '\\rightarrow', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",[0],['elementary-set-theory']
FUNC,"['f', '\\colon', 'X', '\\to', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",[0],['elementary-set-theory']
SET,\mathbb{Q},"['set_constant', 'SET_BASIC']","[0, 21]","['elementary-set-theory', 'cardinals']"
FUNC,"['f', ':', 'X', '\\to', '2', '^', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', 'set_expr', '__ANON_3', 'CARET', '__ANON_0']","[5, 0]","['functions', 'elementary-set-theory']"
SET,"['2', '^', 'A']","['set_expr', '__ANON_3', 'CARET', '__ANON_0']","[5, 0]","['functions', 'elementary-set-theory']"
FUNC,"['f', ':', 'A', '\\times', 'T', '\\to', '\\mathbb{N}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_expr', '__ANON_0', 'sets__OP_CART', '__ANON_0', 'TO', 'set_constant', 'SET_BASIC']","[8, 0]","['discrete-mathematics', 'elementary-set-theory']"
FUNC,"['h', ':', 'A', '\\to', '\\mathbb{N}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', 'set_constant', 'SET_BASIC']","[8, 0]","['discrete-mathematics', 'elementary-set-theory']"
FUNC,"['f', ':', 'A', '\\times', 'T', '\\to', '\\mathbb', 'N']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_expr', '__ANON_0', 'sets__OP_CART', '__ANON_0', 'TO', 'SET_FAT', '__ANON_0']","[8, 0]","['discrete-mathematics', 'elementary-set-theory']"
FUNC,"['f', ':', 'A', '\\to', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']","[0, 20]","['elementary-set-theory', 'logic']"
FUNC,"['u', ':', 'X', '\\to', 'P']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",[0],['elementary-set-theory']
FUNC,"['h', ':', 'C', '\\to', 'X']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",[0],['elementary-set-theory']
FUNC,"['f', ':', 'S', '\\rightarrow', '\\mathbb{N}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', 'set_constant', 'SET_BASIC']",[0],['elementary-set-theory']
SET,"['\\{', 'A', ',', Token('sets__SET_EMPTY', '\\varnothing'), '\\}']","['explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_0', 'COMMA', 'set_constant', 'R_BRACE_LITERAL']","[0, 29]","['elementary-set-theory', 'definition']"
SET,"['\\{', 'A', '\\}']","['explset', 'L_BRACE_LITERAL', 'item', '__ANON_0', 'R_BRACE_LITERAL']","[0, 29]","['elementary-set-theory', 'definition']"
FUNC,"['f', ':', 'X', '\\rightarrow', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']","[0, 5]","['elementary-set-theory', 'functions']"
SET,"['\\{', 'A', ',', 'B', '\\}']","['explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_0', 'COMMA', 'item', '__ANON_0', 'R_BRACE_LITERAL']","[0, 29]","['elementary-set-theory', 'definition']"
SET,"['A', '\\cup', 'B']","['set_expr', '__ANON_0', 'sets__OP_UNION', '__ANON_0']","[0, 29]","['elementary-set-theory', 'definition']"
FUNC,"['f', '\\colon', 'X', '\\to', 'Y']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']","[0, 5]","['elementary-set-theory', 'functions']"
SET,\mathbb{N},"['set_constant', 'SET_BASIC']","[0, 8]","['elementary-set-theory', 'discrete-mathematics']"
SET,\varnothing,set_constant,"[24, 0]","['general-topology', 'elementary-set-theory']"
FUNC,"['g', ':', 'X', '\\rightarrow', 'A', '\\times', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', 'set_expr', '__ANON_0', 'sets__OP_CART', '__ANON_0']","[0, 41]","['elementary-set-theory', 'proof-writing']"
FUNC,"['f', ':', 'A', '\\rightarrow', 'B']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', '__ANON_0']",[0],['elementary-set-theory']
