fid,mtype,exprstr,mention,tags
632f8345837ac920af66d044_f_0_4_0,SCAL,\frac{1}{8},a pie,['trigonometry']
632f8345837ac920af66d0f7_f_0_2_0,SCAL,-8.86+n\cdot 60,degrees,['trigonometry']
632f8345837ac920af66d0f7_f_0_3_0,SCAL,-3.54+n\cdot 60,,['trigonometry']
632f8345837ac920af66d0f7_f_0_4_0,SCAL,3.54+n\cdot 60,,['trigonometry']
632f8345837ac920af66d0f7_f_0_5_0,SCAL,8.86+n\cdot 60,,['trigonometry']
632f8345837ac920af66d0f7_f_0_6_0,SCAL,15.13+ n\cdot 360,,['trigonometry']
632f8345837ac920af66d0f7_f_0_7_0,SCAL,126.87+n\cdot 360,,['trigonometry']
632f8345837ac920af66d0f7_f_1_9_0,SCAL,-8.86 - 60n,solutions,['trigonometry']
632f8345837ac920af66d0f7_f_1_10_0,SCAL,-8.86 + 60n,,['trigonometry']
632f8345837ac920af66d307_f_0_2_0,SCAL,\frac{1+y^{2}+z^{2}+y^{2}z^{2}}{4yz}+\frac{1+x^{2}+z^{2}+x^{2}z^{2}}{4xz}+\frac{1+x^{2}+y^{2}+x^{2}y^{2}}{4xy},the above equality,"['trigonometry', 'substitution']"
6327106806a69a3f488dbf2b_f_1_28_0,SCAL,\frac{a}{b},,"['trigonometry', 'polynomials', 'algebraic-number-theory', 'irrational-numbers']"
6327106806a69a3f488dbf2b_f_1_33_0,SCAL,\frac{360b}{d},a power,"['trigonometry', 'polynomials', 'algebraic-number-theory', 'irrational-numbers']"
6327106806a69a3f488dbf2b_f_1_37_0,SCAL,\frac{360b}{d},,"['trigonometry', 'polynomials', 'algebraic-number-theory', 'irrational-numbers']"
6327106806a69a3f488dbf2b_f_1_50_0,SCAL,\frac{360b}{d},,"['trigonometry', 'polynomials', 'algebraic-number-theory', 'irrational-numbers']"
6327106806a69a3f488dbf2b_f_1_61_0,SCAL,\frac{a}{b},,"['trigonometry', 'polynomials', 'algebraic-number-theory', 'irrational-numbers']"
632f8346837ac920af66d72a_f_0_3_0,FUNC,\sinh(x) = (e^x - e^{-x})/2,,"['real-analysis', 'trigonometry']"
632f8346837ac920af66d7cc_f_0_7_0,SCAL,cos(arcsin(x)),,"['trigonometry', 'parametric', 'inverse-function']"
632f8346837ac920af66d8f5_f_0_0_0,SET,"(-0.75,-1.5)",,"['algebra-precalculus', 'trigonometry', 'graphing-functions']"
632f8346837ac920af66d8f5_f_0_1_0,SET,"(2.25,-2.5)",,"['algebra-precalculus', 'trigonometry', 'graphing-functions']"
632f8346837ac920af66da7f_f_2_9_0,FUNC,\sin(x)=\frac{x-\frac{7 x^3}{60}}{1+\frac{x^2}{20}},,"['real-analysis', 'trigonometry']"
6327106906a69a3f488dc50f_f_1_12_0,SCAL,\frac{6}{2},,['trigonometry']
6327106906a69a3f488dc535_f_3_4_0,SCAL,\frac{1}{4},,"['calculus', 'integration', 'trigonometry']"
6327106906a69a3f488dc6da_f_1_6_0,SCAL,x^6+x^5+x^4+x^3+x^2+x+1,,['trigonometry']
6327106906a69a3f488dc6da_f_2_7_0,FUNC,q(x) = (2 x)^3 + (2 x)^2 - 2 (2 x) - 1,,['trigonometry']
632f8347837ac920af66dfd0_f_0_0_0,SCAL,\frac{5}{4},,['trigonometry']
632f8347837ac920af66dfd0_f_0_1_0,SCAL,\frac{3}{4},cotangents,['trigonometry']
632f8347837ac920af66dfd0_f_0_2_0,SCAL,\frac{5}{4},,['trigonometry']
632f8347837ac920af66dfd0_f_0_3_0,SCAL,\frac{3}{5},,['trigonometry']
632f8347837ac920af66dfd0_f_0_4_0,SCAL,\frac{6}{8},,['trigonometry']
632f8347837ac920af66dfd0_f_0_5_0,SCAL,\frac{10}{8},,['trigonometry']
632f8347837ac920af66dfd0_f_0_6_0,SCAL,\frac{6}{10},,['trigonometry']
632f8347837ac920af66dfd0_f_0_7_0,SCAL,\frac{15}{20},,['trigonometry']
632f8347837ac920af66dfd0_f_0_8_0,SCAL,\frac{25}{20},,['trigonometry']
632f8347837ac920af66dfd0_f_0_9_0,SCAL,\frac{15}{25},,['trigonometry']
632f8347837ac920af66dfd0_f_0_10_0,SCAL,\frac{5}{4},,['trigonometry']
6327106906a69a3f488dc82d_f_2_4_0,SCAL,\frac{10}{100},,['trigonometry']
632f8347837ac920af66e1c5_f_0_1_0,FUNC,\sin(0) = 0,,"['calculus', 'trigonometry', 'derivatives']"
632f8348837ac920af66e2d4_f_0_5_0,SCAL,\frac{1}{2},,['trigonometry']
632f8348837ac920af66e2d4_f_0_10_0,SCAL,-\frac{1}{2},"  f_0_9_0 , B",['trigonometry']
632f8348837ac920af66e2d4_f_0_13_0,SCAL,\frac{1}{2},,['trigonometry']
6327106906a69a3f488dcb94_f_4_2_0,SCAL,\frac{1}{2}x,the colored wedge,"['calculus', 'limits', 'trigonometry', 'limits-without-lhopital']"
632f8348837ac920af66e2d4_f_0_18_0,SCAL,-\frac{1}{2},,['trigonometry']
6327106906a69a3f488dcb94_f_4_17_0,FUNC,\cos(0) = 1,,"['calculus', 'limits', 'trigonometry', 'limits-without-lhopital']"
6327106906a69a3f488dcb94_f_4_24_0,FUNC,\sec(0) = 1,,"['calculus', 'limits', 'trigonometry', 'limits-without-lhopital']"
6327106906a69a3f488dcb95_f_2_4_0,SCAL,e^{i(a+ib)},,"['complex-analysis', 'trigonometry']"
6327106906a69a3f488dcbad_f_1_0_0,SCAL,\frac{1}{10},,"['sequences-and-series', 'trigonometry', 'residue-calculus']"
6327106906a69a3f488dcbad_f_1_14_0,SCAL,\frac{13}{60},the sum,"['sequences-and-series', 'trigonometry', 'residue-calculus']"
6327106906a69a3f488dccdf_f_1_16_0,SCAL,\frac{1}{n-1},whose sum,"['real-analysis', 'analysis', 'limits', 'trigonometry', 'convergence-divergence']"
6327106906a69a3f488dce50_f_1_0_0,FUNC,\cos(x)=\frac{e^{ix}+e^{-ix}}{2},,"['trigonometry', 'complex-numbers']"
6327106906a69a3f488dcf4f_f_1_1_0,SCAL,-\frac{1}{m},the slope,"['geometry', 'trigonometry', 'rotations']"
632f8349837ac920af66e918_f_1_1_0,FUNC,f(u)=12u-9u^2,the expression,"['trigonometry', 'maxima-minima']"
6327106a06a69a3f488dd1d7_f_1_7_0,SET,\mathbb Z[i],a UFD,"['reference-request', 'trigonometry', 'irrational-numbers']"
6327106a06a69a3f488dd1d7_f_1_8_0,SET,\mathbb Z[i],,"['reference-request', 'trigonometry', 'irrational-numbers']"
6327106a06a69a3f488dd1d7_f_2_21_0,SCAL,\frac{4}{5},,"['reference-request', 'trigonometry', 'irrational-numbers']"
6327106a06a69a3f488dd27d_f_1_3_0,SCAL,a^k n^{k-1},,"['linear-algebra', 'matrices', 'trigonometry', 'exponentiation']"
6327106a06a69a3f488dd28f_f_0_5_0,FUNC,f(x)=f(x+k),,"['calculus', 'real-analysis', 'trigonometry']"
6327106a06a69a3f488dd3fb_f_3_1_0,FUNC,"g: [0,1] \rightarrow R",,"['trigonometry', 'periodic-functions']"
6327106a06a69a3f488dd3fb_f_3_2_0,FUNC,g(x)=x^2(1-x)^2f(x),,"['trigonometry', 'periodic-functions']"
6327106a06a69a3f488dd3fb_f_3_4_0,FUNC,h: R \rightarrow R,,"['trigonometry', 'periodic-functions']"
6327106a06a69a3f488dd425_f_1_3_0,FUNC,\tan(x) = t,,"['integration', 'trigonometry']"
632f834a837ac920af66ef3b_f_0_0_0,SCAL,\frac{4x}{5x},,"['limits', 'trigonometry']"
632f834a837ac920af66ef3b_f_0_1_0,SCAL,\frac{5}{4},,"['limits', 'trigonometry']"
6327106a06a69a3f488dd805_f_0_4_0,SCAL,1 - \frac{x^2}{2!} ,,"['trigonometry', 'multivariable-calculus', 'taylor-expansion']"
6327106a06a69a3f488dd95a_f_0_6_0,FUNC,\sin(x) = 0.371,,['trigonometry']
6327106a06a69a3f488dd95a_f_0_7_0,SET,"(0.38,0.371)",the first intersection,['trigonometry']
6327106a06a69a3f488dd95a_f_1_0_0,SET,"(0.38, 0.371)",,['trigonometry']
6327106a06a69a3f488dd95a_f_1_2_0,FUNC,\sin(0.38) = 0.371,,['trigonometry']
6327106a06a69a3f488dd95a_f_1_5_0,SET,"(0.38, 0.371)",,['trigonometry']
632f834a837ac920af66f1e7_f_1_0_0,SCAL,\frac {1}{2},,['trigonometry']
632fb8e8837ac920af6c2431_f_2_4_0,SCAL,13a^2+9b^2+c^2,the expression,"['trigonometry', 'optimization']"
632f834a837ac920af66f46e_f_0_2_0,SCAL,\binom{2k}{k},,"['sequences-and-series', 'trigonometry', 'proof-verification', 'convergence-divergence', 'mobius-function']"
632f834a837ac920af66f46e_f_0_5_0,SCAL,\frac{1}{4^k}\binom{2k}{k},,"['sequences-and-series', 'trigonometry', 'proof-verification', 'convergence-divergence', 'mobius-function']"
632f834a837ac920af66f46e_f_0_9_0,SCAL,\frac{x}{2},the evaluation,"['sequences-and-series', 'trigonometry', 'proof-verification', 'convergence-divergence', 'mobius-function']"
6327106b06a69a3f488ddf31_f_0_5_0,SCAL,-\frac{1}{2},,['trigonometry']
632f834a837ac920af66f49c_f_2_16_0,SCAL,\binom{1/6}{-b/3},,"['geometry', 'trigonometry', 'euclidean-geometry', 'triangles']"
632f834a837ac920af66f49c_f_2_18_0,SCAL,\binom{2/3}{-b/3},,"['geometry', 'trigonometry', 'euclidean-geometry', 'triangles']"
632fb8e9837ac920af6c296f_f_0_0_0,FUNC,\cos(x) =\frac{-15}{17},,"['algebra-precalculus', 'trigonometry']"
632fb8e9837ac920af6c296f_f_0_9_0,FUNC,\sin(x) = \frac{-7}{25},,"['algebra-precalculus', 'trigonometry']"
632fb8e9837ac920af6c296f_f_1_3_0,FUNC,\cos(x) = -\frac{15}{17},the first quadrant,"['algebra-precalculus', 'trigonometry']"
632fb8e9837ac920af6c296f_f_4_14_0,FUNC,\cos(x) = \frac{-15}{17},,"['algebra-precalculus', 'trigonometry']"
632fb8e9837ac920af6c296f_f_5_4_0,SCAL,\frac{x}{2},,"['algebra-precalculus', 'trigonometry']"
632f834a837ac920af66f504_f_1_3_0,FUNC,\cos(z)=\dfrac{e^{iz}+e^{-iz}}{2},the formula,"['trigonometry', 'complex-numbers']"
6327106b06a69a3f488de299_f_1_5_0,SCAL,(a+2b)^{3/2},,"['geometry', 'trigonometry', 'euclidean-geometry']"
632f834b837ac920af66f5dd_f_0_1_0,SCAL,\frac{e^{ix} - e^{-ix}}{2i},,"['trigonometry', 'complex-numbers', 'inverse-function']"
6327106b06a69a3f488de348_f_3_3_0,SCAL,(u-1)/(u+1),,['trigonometry']
632fb8e9837ac920af6c2c3a_f_1_5_0,SCAL,\frac{x}{(1-x)^2},,"['trigonometry', 'problem-solving']"
632fb8e9837ac920af6c2dc8_f_2_0_0,SCAL,cos(t)^2+sin(t)^2,the function,"['trigonometry', 'parametric']"
6327106b06a69a3f488de4e3_f_0_4_0,FUNC,\sin(0) = 0,,"['calculus', 'trigonometry', 'limits']"
632f834b837ac920af66fa49_f_1_1_0,FUNC,\tan(x)=\frac{2x}{x^2-1},,"['trigonometry', 'nonlinear-system']"
632f834b837ac920af66fa49_f_1_11_0,SCAL,\frac{2x}{x^2-1},,"['trigonometry', 'nonlinear-system']"
632f834b837ac920af66fb5c_f_0_4_0,FUNC,\sin(x)=2-x-x^2,example,"['algebra-precalculus', 'trigonometry', 'transcendental-equations']"
6327106b06a69a3f488de5e9_f_1_13_0,SET,\mathbb Q[i],,"['trigonometry', 'rationality-testing']"
632fb8ea837ac920af6c3015_f_1_1_0,SCAL,a(z^2-z^{-2})/(2i) +b (z^2+z^{-2})/2 + c (z - z^{-1})/(2i) + d (z + z^{-1})/2,your left side,['trigonometry']
632fbf4e837ac920af6c316b_f_0_1_0,SCAL,\frac{opposite}{adjacent},,"['geometry', 'trigonometry', 'euclidean-geometry', 'triangles']"
632fbf4e837ac920af6c316b_f_0_4_0,SCAL,\frac{opposite}{adjacent},,"['geometry', 'trigonometry', 'euclidean-geometry', 'triangles']"
632fbf4e837ac920af6c316b_f_0_5_0,SCAL,\frac{sin}{cos},,"['geometry', 'trigonometry', 'euclidean-geometry', 'triangles']"
6327106b06a69a3f488de70b_f_1_15_0,SCAL,s^{2n}+c^{2n},,"['algebra-precalculus', 'trigonometry']"
6327106b06a69a3f488de70b_f_1_28_0,SCAL,s^{2n} + c^{2n},,"['algebra-precalculus', 'trigonometry']"
632fbf4e837ac920af6c33df_f_3_8_0,SCAL,2^{\frac{3}{2}},The factor,"['real-analysis', 'sequences-and-series', 'limits', 'trigonometry', 'summation']"
6327106b06a69a3f488de804_f_0_7_0,FUNC,\cos(3.141592650897981) = -1,,"['trigonometry', 'numerical-methods', 'roots']"
632fbf4e837ac920af6c36bb_f_0_3_0,SCAL,\frac{25}{4}{x^2},,"['integration', 'trigonometry']"
6327106b06a69a3f488de8d7_f_1_24_0,SET,"(2.36,13.47)",,"['trigonometry', 'analytic-geometry']"
632f834c837ac920af66fed3_f_3_6_0,SCAL,\frac{x-k}{k+m},hand side,['trigonometry']
632f834c837ac920af66fed3_f_3_11_0,SCAL,\frac{y-l}{l+n},     Now right hand side   f_3_11_0,['trigonometry']
6327106b06a69a3f488de8d7_f_2_25_0,SCAL,"and the midpoint is given when ",t\leq,"['trigonometry', 'analytic-geometry']"
632f834c837ac920af66ff02_f_3_0_0,FUNC,f(x)=x^3-x-1,,"['trigonometry', 'complex-numbers', 'logarithms', 'real-numbers']"
6327106b06a69a3f488de8d7_f_2_57_0,SCAL, for the expression on ,,"['trigonometry', 'analytic-geometry']"
6327106b06a69a3f488de8d7_f_2_60_0,SCAL, that correspond to ,,"['trigonometry', 'analytic-geometry']"
632fbf4f837ac920af6c38bb_f_2_0_0,FUNC,\arccos(-0.74)=137.7,,['trigonometry']
6327106b06a69a3f488de8d7_f_2_62_0,SCAL, giving the corresponding values of ,,"['trigonometry', 'analytic-geometry']"
632fbf4f837ac920af6c38f9_f_1_1_0,FUNC,P(x)=8x^4-4x^3-8x^2+3x+1,,['trigonometry']
632fbf4f837ac920af6c390e_f_5_3_0,SCAL,s^3 + s^2 + s - 1,,['trigonometry']
632fbf4f837ac920af6c390e_f_5_4_0,SCAL,(s^3 + s^2 + s - 1) p(s) + 4,our expression,['trigonometry']
632fbf4f837ac920af6c399b_f_1_15_0,FUNC,"g(s,t)=\frac{1}{4e^{4s}}",,"['calculus', 'functions', 'derivatives', 'trigonometry', 'partial-derivative']"
632fbf4f837ac920af6c399b_f_1_16_0,FUNC,"h(s,t)=\frac{1}{25e^{4s}}",,"['calculus', 'functions', 'derivatives', 'trigonometry', 'partial-derivative']"
6327106c06a69a3f488dea38_f_2_1_0,SCAL,\frac{d}{dx},,"['calculus', 'trigonometry', 'polynomials', 'derivatives']"
632f834c837ac920af6700da_f_1_1_0,FUNC,\sin(z)=p(z),,"['complex-analysis', 'trigonometry', 'polynomials']"
6327106c06a69a3f488deb83_f_2_28_0,SCAL,\frac{x}{r},the cosine   f_2_28_0,['trigonometry']
632f834c837ac920af67017e_f_1_1_0,FUNC,\cos(x) = \frac{3}{4} ,,"['geometry', 'trigonometry']"
6327106c06a69a3f488debad_f_4_4_0,SCAL,\frac{t}{2},area   f_4_4_0,"['trigonometry', 'inequality', 'limits']"
632fbf50837ac920af6c3e64_f_1_19_0,FUNC,g(x)=\frac{(x-1)^2}{2},,"['calculus', 'algebra-precalculus', 'trigonometry', 'inequality']"
6327106c06a69a3f488dec32_f_2_2_0,SCAL,\frac{2}{2},,['trigonometry']
632f834d837ac920af670217_f_0_0_0,FUNC,\cos(x) = 2.,,"['complex-analysis', 'trigonometry', 'complex-numbers']"
6327106c06a69a3f488dedc6_f_2_0_0,FUNC,\sinh(x) = (e^x-e^{-x})/2,the basic definitions,['trigonometry']
6327106c06a69a3f488dedc6_f_2_2_0,FUNC,\sin(x) = (e^{ix}-e^{-ix})/2,,['trigonometry']
632fbf50837ac920af6c40f9_f_0_2_0,SCAL,sin(2a) +sin(a),,"['algebra-precalculus', 'trigonometry']"
6327106c06a69a3f488deddc_f_1_31_0,SCAL,0.97803904765198235,,"['trigonometry', 'polar-coordinates']"
632fbf50837ac920af6c41f1_f_2_0_0,SCAL,\frac{sin{(x)}}{cos{(x)}}^{-1},,['trigonometry']
632fbf50837ac920af6c41f1_f_2_2_0,SCAL,\frac{sin(x)}{cos(x)},,['trigonometry']
632f834d837ac920af670683_f_0_0_0,SCAL,-\frac{1}{4}cos(2t)^4,,"['functions', 'trigonometry']"
632f834d837ac920af670683_f_0_1_0,SCAL,-\frac{1}{4}(cos(2t))^4,,"['functions', 'trigonometry']"
632f834d837ac920af670683_f_0_2_0,SCAL,-\frac{1}{4}cos((2t)^4),,"['functions', 'trigonometry']"
632f834d837ac920af67072e_f_1_3_0,FUNC,g(x)=2x-2x^3,,"['calculus', 'trigonometry', 'inequality', 'maxima-minima', 'a.m.-g.m.-inequality']"
6327106c06a69a3f488def12_f_2_5_0,FUNC,\sin(p) = 0,,"['trigonometry', 'signal-processing']"
6327106c06a69a3f488def5c_f_0_5_0,FUNC,f(x) = cos(sin^{-1}(x)),Solution,"['trigonometry', 'functions', 'circles']"
632fbf51837ac920af6c45f2_f_0_29_0,FUNC,F(x) = sin(x + a*sin(x)),,"['trigonometry', 'curves']"
632fbf51837ac920af6c471e_f_1_1_0,SCAL,sin(x) - sin(x),,"['real-analysis', 'trigonometry', 'periodic-functions']"
632fbf51837ac920af6c471e_f_1_2_0,SCAL,sin(x) \times sin(x),,"['real-analysis', 'trigonometry', 'periodic-functions']"
632fbf51837ac920af6c471e_f_1_3_0,SCAL,sin(x) \times sin(3.14159 x),,"['real-analysis', 'trigonometry', 'periodic-functions']"
632fbf51837ac920af6c471e_f_1_5_0,SCAL,sin(x) \times sin(3.1415926535 x),,"['real-analysis', 'trigonometry', 'periodic-functions']"
632f834e837ac920af6709a6_f_0_2_0,FUNC,\cos(x) = \frac{1}{2},,"['trigonometry', 'alternative-proof']"
632fbf51837ac920af6c4722_f_2_0_0,SCAL,4+z^2+z^{-2}+z^4+z^{-4},The sum,"['trigonometry', 'complex-numbers']"
632fbf51837ac920af6c4722_f_2_1_0,SCAL,4+z+z^2+z^3+z^4,,"['trigonometry', 'complex-numbers']"
632f834e837ac920af6709ba_f_0_9_0,SCAL,\frac{1+t^2}{t^2(1-t)},,"['calculus', 'trigonometry', 'inequality']"
632f834e837ac920af6709ba_f_0_10_0,FUNC,g(t)=\frac{1+t^2}{t^2(1-t)},,"['calculus', 'trigonometry', 'inequality']"
632f834e837ac920af6709ba_f_1_0_0,FUNC,g(t)=\frac{1+t^2}{t^2(1-t)},,"['calculus', 'trigonometry', 'inequality']"
632f834e837ac920af6709ba_f_1_8_0,FUNC, q(t) = 4 t^3 - 39 t^2 + 12 t - 4 ,,"['calculus', 'trigonometry', 'inequality']"
6327106c06a69a3f488df1a6_f_0_2_0,SCAL, - \frac{2}{3} ( 0 - 0 ) ,,"['integration', 'trigonometry']"
632f834e837ac920af670a59_f_0_0_0,SCAL,(-16i)^{5/4},the following,"['algebra-precalculus', 'trigonometry']"
632fbf51837ac920af6c4809_f_2_14_0,SCAL,(1)(2)(3)(4),,"['trigonometry', 'triangles']"
6327106c06a69a3f488df2c8_f_0_7_0,SET,V((x^2+y^2)^3-4x^2y^2),the affine variety,"['algebra-precalculus', 'trigonometry', 'plane-curves', 'polar-coordinates']"
632f834e837ac920af670c52_f_2_5_0,FUNC,\sin(x)=\frac{e^{ix}-e^{-ix}}{2},,"['trigonometry', 'products', 'angle']"
6327106c06a69a3f488df3b4_f_0_9_0,SCAL,\frac{a-c}{b-c},,"['geometry', 'complex-analysis', 'trigonometry', 'complex-numbers']"
6327106c06a69a3f488df3b4_f_1_0_0,SCAL,\frac{a-c}{b-c},,"['geometry', 'complex-analysis', 'trigonometry', 'complex-numbers']"
632fbf51837ac920af6c49ba_f_2_20_0,SCAL,a^4 + b^4 + c^4,the same thing,"['geometry', 'trigonometry', 'euclidean-geometry', 'alternative-proof', 'transformational-geometry']"
632f834e837ac920af670d15_f_0_29_0,SCAL,\frac{2}{3},,"['trigonometry', 'vectors', '3d']"
632f834e837ac920af670d15_f_0_30_0,SCAL,\frac{2}{3},,"['trigonometry', 'vectors', '3d']"
632f834e837ac920af670d15_f_0_31_0,SCAL,\frac{2}{3},,"['trigonometry', 'vectors', '3d']"
632f834e837ac920af670d15_f_0_32_0,SCAL,\frac{2}{3},,"['trigonometry', 'vectors', '3d']"
632f834e837ac920af670d15_f_0_33_0,SCAL,\frac{2}{3},,"['trigonometry', 'vectors', '3d']"
632f834e837ac920af670d15_f_0_34_0,SCAL,\frac{2}{3},,"['trigonometry', 'vectors', '3d']"
632f834e837ac920af670d15_f_0_35_0,SCAL,\frac{2}{3},,"['trigonometry', 'vectors', '3d']"
632f834e837ac920af670d15_f_0_36_0,SCAL,\frac{2}{3},,"['trigonometry', 'vectors', '3d']"
632f834e837ac920af670d15_f_0_37_0,SCAL,\frac{2}{3},,"['trigonometry', 'vectors', '3d']"
632f834e837ac920af670d15_f_0_38_0,SCAL,\frac{2}{3},,"['trigonometry', 'vectors', '3d']"
632f834e837ac920af670d15_f_0_39_0,SCAL,\frac{2}{3},,"['trigonometry', 'vectors', '3d']"
632f834e837ac920af670d15_f_0_40_0,SCAL,\frac{2}{3},,"['trigonometry', 'vectors', '3d']"
632f834f837ac920af670eeb_f_0_5_0,SCAL,\frac{-1}{4},,['trigonometry']
6327106d06a69a3f488df54a_f_0_4_0,FUNC,\sin(v) = 0.9,,"['trigonometry', 'circles']"
6327106d06a69a3f488df54a_f_0_5_0,FUNC,\sin(w) = 0.9,,"['trigonometry', 'circles']"
632f834f837ac920af670fbb_f_0_4_0,SCAL,\frac{1}{2y^2},f_0_3_0      Now lets,"['calculus', 'trigonometry', 'summation']"
632f834f837ac920af670fbb_f_0_6_0,SCAL,\frac{1}{y},,"['calculus', 'trigonometry', 'summation']"
6327106d06a69a3f488df5cf_f_2_7_0,SCAL,\frac{1 - 4 t^2}{1+1.0043 t^2},,"['trigonometry', 'approximation']"
6327106d06a69a3f488df5cf_f_3_11_0,SCAL,\frac{y}{a+by},the form   f_3_11_0,"['trigonometry', 'approximation']"
632fbf52837ac920af6c4fe3_f_0_4_0,SCAL,\frac{-10}{13},,"['algebra-precalculus', 'trigonometry']"
632fbf52837ac920af6c4fe3_f_0_8_0,SCAL,\frac{2(\frac{5}{12})}{1 - (\frac{5}{12})^2},,"['algebra-precalculus', 'trigonometry']"
632fbf52837ac920af6c4fe3_f_0_9_0,SCAL,\frac{\frac{10}{12}}{1 - \frac{25}{12}} \cdot \frac{12}{12},,"['algebra-precalculus', 'trigonometry']"
632fbf52837ac920af6c4fe3_f_0_10_0,SCAL,\frac{10}{12-25},,"['algebra-precalculus', 'trigonometry']"
632fbf52837ac920af6c4fe3_f_0_11_0,SCAL,\frac{-10}{13},,"['algebra-precalculus', 'trigonometry']"
632fbf52837ac920af6c4fe3_f_1_2_0,SCAL,\frac{\frac{10}{12}}{1 - \frac{25}{144}} \cdot \frac{12}{12},account,"['algebra-precalculus', 'trigonometry']"
632fbf52837ac920af6c4fe3_f_1_3_0,SCAL,\frac{10}{12-\frac{300}{144}},,"['algebra-precalculus', 'trigonometry']"
632fbf52837ac920af6c4fe3_f_1_4_0,SCAL,\frac{10}{12 - \frac{25}{12}} \cdot \frac{12}{12},,"['algebra-precalculus', 'trigonometry']"
632fbf52837ac920af6c4fe3_f_1_5_0,SCAL,\frac{120}{144-25},,"['algebra-precalculus', 'trigonometry']"
632fbf52837ac920af6c4fe3_f_1_6_0,SCAL,\frac{120}{119},,"['algebra-precalculus', 'trigonometry']"
632fbf52837ac920af6c4ff2_f_0_6_0,SCAL,\frac{1}{3},,"['algebra-precalculus', 'trigonometry']"
632fbf52837ac920af6c5001_f_0_1_0,SCAL,\frac{2x}{1 + x^2},The stated answer,"['algebra-precalculus', 'trigonometry']"
632fbf52837ac920af6c5106_f_0_1_0,SCAL,\frac{11}{10},,"['algebra-precalculus', 'trigonometry']"
632fbf52837ac920af6c5106_f_0_5_0,SCAL,(\frac{2}{2}) \cdot \frac{3}{5} + \frac{1}{2} \cdot (\frac{5}{5}),,"['algebra-precalculus', 'trigonometry']"
632fbf52837ac920af6c5106_f_0_6_0,SCAL,\frac{6}{10} + \frac{5}{10},,"['algebra-precalculus', 'trigonometry']"
632fbf52837ac920af6c5106_f_0_7_0,SCAL,\frac{11}{10},,"['algebra-precalculus', 'trigonometry']"
632f834f837ac920af671127_f_0_1_0,SCAL,-\frac{x}{y},,"['calculus', 'trigonometry', 'derivatives', 'tangent-line']"
6327106d06a69a3f488df6c8_f_1_2_0,SET,\mathbb{R}^3,,"['linear-algebra', 'geometry', 'trigonometry', 'vector-spaces']"
632f834f837ac920af671127_f_0_9_0,SCAL,-\frac{x}{y},the circunference,"['calculus', 'trigonometry', 'derivatives', 'tangent-line']"
632f834f837ac920af671127_f_0_16_0,SCAL,-\frac{x}{y},,"['calculus', 'trigonometry', 'derivatives', 'tangent-line']"
632f834f837ac920af671127_f_0_18_0,SCAL,\frac{y}{x},,"['calculus', 'trigonometry', 'derivatives', 'tangent-line']"
6327106d06a69a3f488df71c_f_1_8_0,SCAL,\dfrac{z}{2^k},,"['trigonometry', 'numerical-methods', 'approximation', 'signal-processing', 'computational-mathematics']"
6327106d06a69a3f488df71c_f_2_4_0,SET,"[-3.1, 3.1]",the interval,"['trigonometry', 'numerical-methods', 'approximation', 'signal-processing', 'computational-mathematics']"
632f834f837ac920af6711d6_f_2_0_0,FUNC,\sin(x) = \frac{e^{ix}-e^{-ix}}{2i},,['trigonometry']
632f89f5837ac920af6712bc_f_0_0_0,FUNC,f(x) = x^2/k^2,two equations,"['trigonometry', 'systems-of-equations', 'hyperbolic-functions']"
632f89f5837ac920af6712bc_f_0_1_0,FUNC, g(x) = a \cdot sinh(bx),,"['trigonometry', 'systems-of-equations', 'hyperbolic-functions']"
6327106d06a69a3f488df84f_f_0_3_0,FUNC,f(x) = 2x + 4,,"['calculus', 'algebra-precalculus', 'trigonometry', 'functions', 'notation']"
632fbf53837ac920af6c53ff_f_0_5_0,SCAL,\frac{1}{2},the solution,"['calculus', 'limits', 'trigonometry', 'limits-without-lhopital']"
6327106d06a69a3f488df84f_f_1_1_0,FUNC,"f : [0,1] \to \mathbb R",,"['calculus', 'algebra-precalculus', 'trigonometry', 'functions', 'notation']"
6327106d06a69a3f488df84f_f_1_6_0,FUNC,f(x) = 2x+4,,"['calculus', 'algebra-precalculus', 'trigonometry', 'functions', 'notation']"
6327106d06a69a3f488df84f_f_1_12_0,FUNC,f : A \to B,,"['calculus', 'algebra-precalculus', 'trigonometry', 'functions', 'notation']"
6327106d06a69a3f488df84f_f_1_13_0,FUNC,f(x) = 2x+4,,"['calculus', 'algebra-precalculus', 'trigonometry', 'functions', 'notation']"
6327106d06a69a3f488df84f_f_1_16_0,FUNC,f : A \to B,,"['calculus', 'algebra-precalculus', 'trigonometry', 'functions', 'notation']"
6327106d06a69a3f488df84f_f_1_31_0,FUNC,"f : [0,1] \to \mathbb R",,"['calculus', 'algebra-precalculus', 'trigonometry', 'functions', 'notation']"
