fid,mtype,exprstr,mention,tokens,tags
632f89fe837ac920af675471_f_0_0_0,FUNC,"u(t,x)=sin(x)cos(2t)+cos(x)sin(t)cos(t)",the function,"['u', '(', 't', ',', 'x', ')', '=', 's', 'i', 'n', '(', 'x', ')', 'c', 'o', 's', '(', '2', 't', ')', '+', 'c', 'o', 's', '(', 'x', ')', 's', 'i', 'n', '(', 't', ')', 'c', 'o', 's', '(', 't', ')']","['multivariable-calculus', 'trigonometry', 'periodic-functions']"
63271c3a06a69a3f488e59e2_f_2_47_0,SCAL,3,the original tenths digit,3,"['trigonometry', 'inverse']"
63271c3a06a69a3f488e5b39_f_0_4_0,SCAL,3 ,the number,3,"['functions', 'trigonometry']"
632ffde5837ac920af72bd84_f_2_0_0,FUNC,f,any function,['f'],['trigonometry']
632ffde5837ac920af72bd84_f_2_3_0,FUNC,f,- to - one function,['f'],['trigonometry']
632fbf60837ac920af6caf83_f_0_15_0,FUNC,z,Riemann 's functional equation,['z'],"['trigonometry', 'factorial', 'riemann-zeta', 'zeta-functions']"
632f89ff837ac920af675764_f_0_2_0,SCAL,22,twenty,2,"['trigonometry', 'radicals', 'nested-radicals']"
63271c3a06a69a3f488e5e73_f_0_7_0,FUNC,T,  The trig function,['T'],"['trigonometry', 'periodic-functions']"
63271c3a06a69a3f488e5f2f_f_0_0_0,FUNC,\log,the inverse function,\log,"['real-analysis', 'algebra-precalculus', 'complex-analysis', 'trigonometry']"
632fbf61837ac920af6cb609_f_1_6_0,FUNC,\sin,an continuous function,\sin,"['real-analysis', 'limits', 'trigonometry']"
63271c3b06a69a3f488e6491_f_0_3_0,SCAL,1.57031007451,a value,"['1', '5']",['trigonometry']
63271c3b06a69a3f488e65c8_f_1_0_0,FUNC,f,a continuous function,['f'],"['functions', 'trigonometry']"
632fbf62837ac920af6cbbea_f_1_5_0,SCAL,-0.1191711,the actual value,"['-', '0', '1']","['geometry', 'trigonometry']"
63271c3b06a69a3f488e6933_f_0_0_0,SCAL,100 ,a constant heigh,1,['trigonometry']
63271c3b06a69a3f488e6a55_f_0_9_0,FUNC,f(x)=x,the function,"['f', '(', 'x', ')', '=', 'x']","['real-analysis', 'functional-analysis', 'trigonometry', 'normed-spaces']"
632fbf62837ac920af6cc118_f_1_2_0,FUNC,f,a concave function,['f'],"['real-analysis', 'trigonometry', 'optimization', 'maxima-minima', 'jensen-inequality']"
63271c3c06a69a3f488e6e7f_f_2_3_0,SCAL,-1,value,"['-', '1']","['algebra-precalculus', 'trigonometry']"
632f8a01837ac920af67683f_f_2_0_0,FUNC,\sin,a periodic function,\sin,"['trigonometry', 'pi']"
632f8a02837ac920af676b80_f_2_1_0,FUNC,f(x)=1/x,the outer function,"['f', '(', 'x', ')', '=', '1', '/', 'x']","['calculus', 'trigonometry', 'derivatives']"
632ffde8837ac920af72d1d1_f_3_3_0,FUNC,f(x) = x^2,the function   f_3_3_0,"['f', '(', 'x', ')', '=', 'x', '^', '2']","['functions', 'trigonometry', 'inverse-function']"
632ffde8837ac920af72d1d1_f_3_8_0,FUNC,f(x) = x^2,the function,"['f', '(', 'x', ')', '=', 'x', '^', '2']","['functions', 'trigonometry', 'inverse-function']"
632fbf64837ac920af6ccb38_f_1_15_0,FUNC,f,no function,['f'],"['algebra-precalculus', 'functions', 'trigonometry', 'taylor-expansion']"
632ffde8837ac920af72d72e_f_1_0_0,SCAL,0,and only five numbers,0,"['sequences-and-series', 'trigonometry', 'limsup-and-liminf']"
632f8a03837ac920af67710c_f_1_10_0,SCAL,a+b,a positive real number,"['a', '+', 'b']","['trigonometry', 'complex-numbers']"
632ffde9837ac920af72d876_f_0_4_0,SCAL,\frac{-1}{2},the value,"['\\frac', '{', '-', '1', '}', '{', '2', '}']","['trigonometry', 'systems-of-equations', 'trigonometric-integrals']"
63271c3d06a69a3f488e8041_f_0_5_0,FUNC,f,functions,['f'],"['integration', 'trigonometry']"
632ffde9837ac920af72db83_f_1_5_0,SCAL,1,maximum value,1,"['algebra-precalculus', 'functions', 'trigonometry']"
632ffde9837ac920af72dc31_f_1_0_0,FUNC,\sin,a concave function,\sin,"['trigonometry', 'inequality', 'contest-math']"
632ffde9837ac920af72ddb2_f_0_12_0,FUNC,f,The function,['f'],"['integration', 'trigonometry', 'solution-verification', 'spheres']"
632ffde9837ac920af72ddb2_f_0_14_0,FUNC,F,the prime function,['F'],"['integration', 'trigonometry', 'solution-verification', 'spheres']"
632f8a03837ac920af677539_f_0_0_0,SCAL,10,exact value,1,"['trigonometry', 'cubics']"
632fbf65837ac920af6cd38b_f_1_0_0,FUNC,\sin,a function,\sin,"['algebra-precalculus', 'trigonometry']"
632ffdea837ac920af72e041_f_1_8_0,SCAL,6,the maximum value,6,"['geometry', 'algebra-precalculus', 'functions', 'trigonometry']"
632ffdea837ac920af72e041_f_1_14_0,SCAL,2,the minimum value,2,"['geometry', 'algebra-precalculus', 'functions', 'trigonometry']"
632fbf65837ac920af6cd42d_f_6_4_0,FUNC,f,the function   f_6_4_0,['f'],"['calculus', 'limits', 'trigonometry', 'infinity']"
63271c3e06a69a3f488e89a3_f_0_0_0,FUNC,F:\mathbb{R}\to\mathbb{R}^2,a function,"['F', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}', '^', '2']","['real-analysis', 'trigonometry']"
63271c3e06a69a3f488e8d3f_f_2_15_0,SCAL,3,the   odd   number   f_2_15_0,3,"['trigonometry', 'inequality', 'logarithms']"
63271c3f06a69a3f488e8fb4_f_2_10_0,SCAL,3,the value   f_2_10_0,3,['trigonometry']
63271c3f06a69a3f488e90af_f_1_6_0,SET,D \times C,a subset,"['D', '\\times', 'C']","['real-analysis', 'general-topology', 'trigonometry', 'metric-spaces']"
632fc61b837ac920af6cdad6_f_3_25_0,FUNC,\sin,an odd function,\sin,['trigonometry']
632fc61b837ac920af6cdad6_f_3_26_0,FUNC,\cos,an odd function,\cos,['trigonometry']
632ffdec837ac920af72eeb6_f_0_5_0,SCAL,e^t,a algebraic number,"['e', '^', 't']","['number-theory', 'trigonometry']"
63271c3f06a69a3f488e9480_f_0_2_0,SCAL,360 ,other fractions,3,['trigonometry']
632fc61c837ac920af6cdd20_f_0_5_0,FUNC,f,a periodic function,['f'],"['integration', 'trigonometry', 'indefinite-integrals', 'trigonometric-integrals']"
632ffdec837ac920af72f1fa_f_1_58_0,SCAL,0,the value,0,"['algebra-precalculus', 'trigonometry', 'polynomials']"
63271c3f06a69a3f488e96bd_f_2_1_0,FUNC,f,a function,['f'],['trigonometry']
632ffded837ac920af72f3ed_f_1_6_0,FUNC,\cos,an even function,\cos,"['algebra-precalculus', 'trigonometry']"
632fc61c837ac920af6ce355_f_1_0_0,FUNC,y,a function,['y'],"['calculus', 'derivatives', 'trigonometry']"
63271c4006a69a3f488e9a54_f_1_0_0,FUNC,\sin,an odd function,\sin,['trigonometry']
632fc61d837ac920af6ce518_f_0_10_0,SCAL,2 ,f_0_9_0     Repeat step number   f_0_10_0,2,"['geometry', 'trigonometry', 'triangles', 'circles', 'programming']"
63271c4006a69a3f488e9c32_f_3_0_0,FUNC,f,  This function,['f'],"['trigonometry', 'derivatives']"
63271c4006a69a3f488e9fa7_f_0_11_0,FUNC,f,a function   f_0_11_0,['f'],"['calculus', 'trigonometry', 'absolute-value']"
632fc61e837ac920af6ceabb_f_1_0_0,FUNC,f,an even function,['f'],"['integration', 'derivatives', 'trigonometry', 'area']"
632fc61e837ac920af6ceabb_f_1_4_0,FUNC,f(x) = \frac{2}{1+x^2},The function   f_1_4_0,"['f', '(', 'x', ')', '=', '\\frac', '{', '2', '}', '{', '1', '+', 'x', '^', '2', '}']","['integration', 'derivatives', 'trigonometry', 'area']"
632f8a08837ac920af6791da_f_0_0_0,FUNC,x(t) = 3cos(4t)+2sin(6t)+cos(10t),a periodic function,"['x', '(', 't', ')', '=', '3', 'c', 'o', 's', '(', '4', 't', ')', '+', '2', 's', 'i', 'n', '(', '6', 't', ')', '+', 'c', 'o', 's', '(', '1', 't', ')']","['algebra-precalculus', 'trigonometry', 'physics']"
6327306106a69a3f488ea288_f_1_0_0,FUNC,\arctan,the function,\arctan,"['trigonometry', 'complex-numbers']"
632fc61e837ac920af6cedcf_f_2_0_0,FUNC,\exp,the complex exponential function,\exp,"['sequences-and-series', 'trigonometry']"
6327306106a69a3f488ea288_f_1_14_0,FUNC,\exp,the complex exponential function,\exp,"['trigonometry', 'complex-numbers']"
6327306106a69a3f488ea288_f_1_24_0,FUNC,f,a real function,['f'],"['trigonometry', 'complex-numbers']"
633004ba837ac920af72feae_f_2_1_0,FUNC,f,a bijective function,['f'],['trigonometry']
633004ba837ac920af72ff77_f_1_3_0,FUNC,\arcsin,inverse   f_1_2_0   function,\arcsin,"['trigonometry', 'triangles']"
632f8a08837ac920af67963a_f_2_4_0,FUNC,e,the exponential function,['e'],"['trigonometry', 'angle']"
632f8a08837ac920af67967c_f_0_7_0,SCAL,f(x),the lowest number,"['f', '(', 'x', ')']","['trigonometry', 'inequality', 'optimization', 'a.m.-g.m.-inequality', 'cauchy-schwarz-inequality']"
632f8a08837ac920af6796b1_f_1_2_0,FUNC,\ln,an increasing function,\ln,"['calculus', 'trigonometry', 'inequality']"
6327306206a69a3f488eab7d_f_0_0_0,FUNC,\sin,a periodic function,\sin,"['sequences-and-series', 'trigonometry']"
632f8a08837ac920af679729_f_1_0_0,FUNC,\sin,a concave function,\sin,"['calculus', 'real-analysis', 'trigonometry', 'derivatives', 'inequality']"
632fc61f837ac920af6cf5eb_f_1_4_0,SCAL,6,The value   f_1_4_0,6,"['calculus', 'algebra-precalculus', 'trigonometry', 'related-rates']"
632f8a09837ac920af679807_f_3_8_0,FUNC,n,functions,['n'],['trigonometry']
633004bb837ac920af7306ce_f_1_4_0,FUNC,x,functions,['x'],"['trigonometry', 'closed-form', 'elementary-functions', 'transcendental-equations']"
633004bb837ac920af7306ce_f_2_6_0,FUNC,\sin,and the transcendental functions,\sin,"['trigonometry', 'closed-form', 'elementary-functions', 'transcendental-equations']"
633004bb837ac920af7307a9_f_0_2_0,SCAL,\frac{m}{n},a fraction   f_0_2_0,"['\\frac', '{', 'm', '}', '{', 'n', '}']","['algebra-precalculus', 'trigonometry', 'solution-verification']"
633004bc837ac920af730a35_f_1_17_0,SCAL,-1,values,"['-', '1']","['trigonometry', 'inequality']"
6327306506a69a3f488ec6cc_f_0_0_0,FUNC,f: A \to B,a bijective function,"['f', ':', 'A', '\\to', 'B']","['functions', 'trigonometry', 'circles', 'inverse']"
6327306606a69a3f488ecca1_f_0_0_0,SCAL,30 ,its value,3,"['geometry', 'trigonometry', 'triangles']"
632f8a0b837ac920af67a594_f_3_0_0,FUNC,f(x)=x+\frac{1}{x},The function,"['f', '(', 'x', ')', '=', 'x', '+', '\\frac', '{', '1', '}', '{', 'x', '}']","['trigonometry', 'inequality']"
632fc620837ac920af6cff0c_f_3_5_0,FUNC,F,the function   f_3_5_0,['F'],"['calculus', 'integration', 'trigonometry', 'definite-integrals', 'logarithms']"
6327306806a69a3f488eddbf_f_0_5_0,FUNC,k,function    f_0_5_0,['k'],"['calculus', 'functional-analysis', 'functions', 'trigonometry']"
633004bd837ac920af73135a_f_2_2_0,FUNC,f,a monotone function,['f'],"['trigonometry', 'closed-form', 'elementary-functions', 'transcendental-functions']"
632f8a0c837ac920af67ab7d_f_0_1_0,SCAL,\frac{24}{25},the value   f_0_1_0,"['\\frac', '{', '2', '}', '{', '2', '}']",['trigonometry']
632f8a0c837ac920af67ab7d_f_0_3_0,SCAL,-\frac{24}{25},which value,"['-', '\\frac', '{', '2', '}', '{', '2', '}']",['trigonometry']
632fc622837ac920af6d0676_f_3_35_0,FUNC,f,an odd function,['f'],['trigonometry']
632fc622837ac920af6d0676_f_3_36_0,FUNC,g,an odd function,['g'],['trigonometry']
632fc622837ac920af6d0676_f_3_40_0,FUNC,f,a function,['f'],['trigonometry']
633004bd837ac920af7316d4_f_2_0_0,SCAL,z^{1/n},a complex number,"['z', '^', '{', '1', '/', 'n', '}']","['algebra-precalculus', 'trigonometry', 'complex-numbers', 'polar-coordinates']"
632fc622837ac920af6d0694_f_2_18_0,FUNC,\arcsin,the function,\arcsin,"['calculus', 'integration', 'trigonometry', 'definite-integrals', 'inverse-function']"
6327306a06a69a3f488eee17_f_0_5_0,SCAL,(2),  a complex number,"['(', '2', ')']","['ordinary-differential-equations', 'trigonometry']"
6327306a06a69a3f488eefe2_f_0_2_0,SCAL,-1,constant,"['-', '1']","['integration', 'trigonometry']"
632f8a0d837ac920af67b2b5_f_2_3_0,FUNC,"g:[0,256] \rightarrow [0, 360]",a linear function,"['g', ':', '[', '0', ',', '2', ']', '\\rightarrow', '[', '0', ',', '3', ']']","['trigonometry', 'circles']"
633004be837ac920af731857_f_1_3_0,FUNC,g,the function   f_1_3_0,['g'],"['multivariable-calculus', 'trigonometry']"
6327306b06a69a3f488ef2a5_f_0_2_0,SCAL,\frac{m}{n},a fraction   f_0_2_0,"['\\frac', '{', 'm', '}', '{', 'n', '}']","['complex-analysis', 'trigonometry', 'trigonometric-series']"
632f8a0d837ac920af67b48d_f_0_3_0,FUNC,f,the function,['f'],['trigonometry']
633004be837ac920af731bb5_f_1_26_0,SCAL,1,its maximum value   f_1_26_0,1,"['trigonometry', 'optimization', 'nonlinear-optimization']"
632fc624837ac920af6d16f8_f_1_1_0,FUNC,f:\mathbb{C}\rightarrow \mathbb{C},a function   f_1_1_0,"['f', ':', '\\mathbb{C}', '\\rightarrow', '\\mathbb{C}']","['complex-analysis', 'trigonometry', 'logarithms']"
6327306e06a69a3f488f0bcc_f_0_2_0,FUNC,\cos,an even function,\cos,['trigonometry']
6327306e06a69a3f488f0db2_f_0_0_0,FUNC,f,an function,['f'],"['calculus', 'limits', 'trigonometry']"
6327306e06a69a3f488f0db2_f_0_2_0,FUNC,L,an function,['L'],"['calculus', 'limits', 'trigonometry']"
632fc624837ac920af6d18c4_f_0_4_0,FUNC,g,a function,['g'],"['real-analysis', 'derivatives', 'trigonometry']"
633004bf837ac920af73223f_f_1_10_0,FUNC,\arcsin,a function,\arcsin,"['algebra-precalculus', 'trigonometry']"
632fc624837ac920af6d1919_f_0_7_0,SCAL,1 ,the value,1,"['trigonometry', 'inequality', 'signal-processing']"
632fc624837ac920af6d1919_f_0_17_0,SCAL,6 ,the value,6,"['trigonometry', 'inequality', 'signal-processing']"
632fc624837ac920af6d1919_f_0_21_0,SCAL,8 ,the value,8,"['trigonometry', 'inequality', 'signal-processing']"
632fc624837ac920af6d1984_f_0_4_0,SCAL,35,a number,3,"['algebra-precalculus', 'trigonometry', 'contest-math']"
6327306e06a69a3f488f133d_f_0_2_0,FUNC,g,any function,['g'],"['sequences-and-series', 'trigonometry', 'fourier-series']"
633004bf837ac920af7324bc_f_1_1_0,FUNC,f,function,['f'],['trigonometry']
632f9073837ac920af67c1aa_f_2_0_0,FUNC,f:A\to B,a function,"['f', ':', 'A', '\\to', 'B']","['calculus', 'trigonometry', 'taylor-expansion', 'trigonometric-series']"
632fc625837ac920af6d1fec_f_1_11_0,SCAL,0,whose minimum value,0,"['trigonometry', 'optimization', 'maxima-minima', 'a.m.-g.m.-inequality']"
632fc625837ac920af6d1fec_f_2_5_0,SCAL,80,a value,8,"['trigonometry', 'optimization', 'maxima-minima', 'a.m.-g.m.-inequality']"
632fc625837ac920af6d206a_f_1_2_0,SCAL,+1,number,"['+', '1']","['trigonometry', 'knot-theory', 'parametrization']"
632fc625837ac920af6d206a_f_1_5_0,SCAL,+1,number,"['+', '1']","['trigonometry', 'knot-theory', 'parametrization']"
6327307006a69a3f488f23dd_f_0_6_0,SCAL,n!e,", the fractional part","['n', '!', 'e']","['real-analysis', 'limits', 'trigonometry', 'exponential-function']"
632fc626837ac920af6d22f9_f_0_1_0,FUNC,f,some well - defined function   f_0_1_0,['f'],"['ordinary-differential-equations', 'trigonometry', 'initial-value-problems']"
6327307106a69a3f488f2a0d_f_0_0_0,FUNC,f,a non - piecewise function,['f'],['trigonometry']
632fc626837ac920af6d2405_f_2_2_0,SCAL,2,a value,2,"['algebra-precalculus', 'trigonometry', 'optimization', 'maxima-minima']"
633004c0837ac920af732911_f_1_0_0,FUNC,\arcsin,The functions,\arcsin,"['trigonometry', 'inverse-function']"
632f9074837ac920af67c43e_f_0_1_0,SCAL,b^2,a real number,"['b', '^', '2']","['calculus', 'integration', 'trigonometry', 'definite-integrals', 'trigonometric-integrals']"
633004c0837ac920af732919_f_1_27_0,SCAL,10/9,the fractional number,"['1', '/', '9']",['trigonometry']
633004c0837ac920af7329b7_f_2_1_0,FUNC,h,no function   f_2_1_0,['h'],"['real-analysis', 'calculus', 'complex-analysis', 'trigonometry', 'mathematical-physics']"
632fc626837ac920af6d2844_f_0_2_0,SCAL,x(t) + iy(t),a complex - valued function,"['x', '(', 't', ')', '+', 'i', 'y', '(', 't', ')']","['trigonometry', 'fourier-analysis', 'fourier-series', 'polygons']"
6327307406a69a3f488f3780_f_0_3_0,SCAL,h(x),a constant function,"['h', '(', 'x', ')']","['calculus', 'trigonometry', 'derivatives']"
632f9074837ac920af67c549_f_1_1_0,FUNC,f,A function   f_1_1_0,['f'],['trigonometry']
6327307406a69a3f488f38af_f_0_2_0,SCAL,f (x) ,maximum value,"['f', '(', 'x', ')']",['trigonometry']
6327307406a69a3f488f3b4e_f_0_11_0,SCAL,\frac {1}{2} ,value,"['\\frac', '{', '1', '}', '{', '2', '}']",['trigonometry']
632fc627837ac920af6d29e8_f_1_4_0,SCAL,b+c,maximum value,"['b', '+', 'c']",['trigonometry']
632fc627837ac920af6d29e8_f_1_6_0,SCAL,-b+c,minimum value,"['-', 'b', '+', 'c']",['trigonometry']
6327307406a69a3f488f3d01_f_0_5_0,FUNC,f,a function   f_0_5_0,['f'],"['functions', 'trigonometry', 'circles', 'graphing-functions', 'parametric']"
632f9074837ac920af67c692_f_1_0_0,FUNC,f,A function,['f'],"['trigonometry', 'periodic-functions', 'time-series']"
633004c1837ac920af732e08_f_1_0_0,FUNC,\tan,the functions,\tan,"['calculus', 'trigonometry']"
632f9075837ac920af67cb88_f_1_0_0,FUNC,\sin,a concave function,\sin,"['calculus', 'trigonometry', 'inequality', 'convex-analysis', 'absolute-value']"
633004c1837ac920af7330f7_f_0_28_0,SCAL,g(x),the value,"['g', '(', 'x', ')']","['real-analysis', 'trigonometry', 'analytic-geometry', 'lie-algebras', 'cauchy-sequences']"
632fc627837ac920af6d2f0c_f_0_2_0,FUNC,f(t) =   t,the linear function   f_0_2_0,"['f', '(', 't', ')', '=', 't']","['geometry', 'trigonometry', 'differential-geometry', 'involutions']"
632fc627837ac920af6d2f0c_f_0_7_0,FUNC,f(t) =  t,the linear function,"['f', '(', 't', ')', '=', 't']","['geometry', 'trigonometry', 'differential-geometry', 'involutions']"
633004c2837ac920af733492_f_1_0_0,FUNC,h,a function,['h'],"['trigonometry', 'graphing-functions']"
632f9076837ac920af67d151_f_0_2_0,SCAL,2 ,number,2,['trigonometry']
632f5f36837ac920af633c77_f_1_8_0,SCAL,h^2,The number,"['h', '^', '2']","['geometry', 'trigonometry']"
632f5f36837ac920af633cb0_f_3_0_0,FUNC,\arcsin,an increasing function,\arcsin,"['real-analysis', 'trigonometry', 'inequality']"
632f9077837ac920af67d75a_f_2_2_0,FUNC,"f(x,y) = \frac{a}{x}+\frac{b}{y}",the function,"['f', '(', 'x', ',', 'y', ')', '=', '\\frac', '{', 'a', '}', '{', 'x', '}', '+', '\\frac', '{', 'b', '}', '{', 'y', '}']","['trigonometry', 'optimization']"
632f9077837ac920af67d899_f_2_1_0,FUNC,f(x) = f(-x),an even function,"['f', '(', 'x', ')', '=', 'f', '(', '-', 'x', ')']",['trigonometry']
632f9077837ac920af67d8d7_f_2_4_0,FUNC,f,more convenient sine function,['f'],"['trigonometry', 'derivatives', 'angle']"
632f9077837ac920af67dac9_f_1_15_0,FUNC,\sin,an odd function,\sin,"['calculus', 'trigonometry']"
632f9077837ac920af67dac9_f_1_16_0,FUNC,\cos,an odd function,\cos,"['calculus', 'trigonometry']"
633004c3837ac920af733dc5_f_1_1_0,SCAL,\frac{10}{3},a value   f_1_1_0,"['\\frac', '{', '1', '}', '{', '3', '}']","['functions', 'trigonometry', 'inequality', 'maxima-minima', 'geometric-inequalities']"
632f5f37837ac920af634260_f_4_0_0,FUNC,f,a periodic function,['f'],"['calculus', 'real-analysis', 'limits', 'trigonometry', 'periodic-functions']"
632f9078837ac920af67dd3b_f_3_18_0,FUNC,f,The function,['f'],"['trigonometry', 'proof-verification', 'logarithms', 'trigonometric-integrals']"
633004c4837ac920af733f9f_f_1_0_0,FUNC,\cosh,The hyperbolic functions,\cosh,"['trigonometry', 'hyperbolic-geometry', 'special-relativity']"
632f5f37837ac920af634398_f_0_1_0,SCAL,0 ,a real number   f_0_0 _ f_0_1_0,0,"['geometry', 'trigonometry', 'geometric-construction']"
632f9078837ac920af67e03b_f_0_8_0,SET,"[-1,1]",a compact set,"['[', '1', ',', '1', ']']","['calculus', 'real-analysis', 'trigonometry']"
632fc62b837ac920af6d4836_f_3_20_0,FUNC,R,the function,['R'],"['integration', 'trigonometry', 'definite-integrals']"
632fc62b837ac920af6d4836_f_3_26_0,FUNC,S,the function   f_3_26_0,['S'],"['integration', 'trigonometry', 'definite-integrals']"
632fc62b837ac920af6d4836_f_3_53_0,FUNC,R,the function,['R'],"['integration', 'trigonometry', 'definite-integrals']"
632fc62b837ac920af6d48a1_f_0_1_0,FUNC,f(x)=f(x+p),a periodic function satisfies,"['f', '(', 'x', ')', '=', 'f', '(', 'x', '+', 'p', ')']","['calculus', 'trigonometry', 'periodic-functions']"
632f9079837ac920af67e746_f_3_0_0,SCAL,a + ib,a complex number,"['a', '+', 'i', 'b']","['trigonometry', 'inequality', 'absolute-value']"
633004c5837ac920af734a78_f_1_2_0,SCAL,\frac{1}{3},the fraction   f_1_2_0,"['\\frac', '{', '1', '}', '{', '3', '}']","['sequences-and-series', 'trigonometry', 'nested-radicals']"
633004c5837ac920af734a78_f_1_7_0,SCAL,\frac{2}{5},the fraction   f_1_7_0,"['\\frac', '{', '2', '}', '{', '5', '}']","['sequences-and-series', 'trigonometry', 'nested-radicals']"
633004c5837ac920af734a78_f_1_20_0,SCAL,2^{n-1},mod value,"['2', '^', '{', 'n', '-', '1', '}']","['sequences-and-series', 'trigonometry', 'nested-radicals']"
632fc62c837ac920af6d4f17_f_0_10_0,SCAL, -2,  f_0_9_0   value,"['-', '2']",['trigonometry']
632fc62c837ac920af6d4f49_f_2_1_0,SCAL,0,this value,0,"['trigonometry', 'maxima-minima']"
632f5f3a837ac920af6350a0_f_1_2_0,FUNC,g,an odd function,['g'],"['sequences-and-series', 'trigonometry', 'taylor-expansion']"
632f5f3a837ac920af6350a0_f_1_4_0,FUNC,g,an even function,['g'],"['sequences-and-series', 'trigonometry', 'taylor-expansion']"
633004c5837ac920af734ae9_f_0_0_0,SCAL,45 ,the value,4,"['geometry', 'trigonometry']"
632f907a837ac920af67eead_f_4_12_0,FUNC,g,The ( global ) function   f_4_12_0,['g'],"['algebra-precalculus', 'trigonometry', 'inequality', 'maxima-minima', 'cauchy-schwarz-inequality']"
633004c5837ac920af734c34_f_2_56_0,FUNC,T,an   isometry,['T'],"['linear-algebra', 'geometry', 'trigonometry', 'inner-products']"
633004c5837ac920af734c79_f_2_2_0,FUNC,\cos,a periodic function,\cos,['trigonometry']
