fid,mtype,exprstr,mention,tokens,tags
632f834d837ac920af67045f_f_1_0_0,FUNC,"f:(0,1)\rightarrow \mathbb R",the function,"['f', ':', '(', '0', ',', '1', ')', '\\rightarrow', '\\mathbb', 'R']","['general-topology', 'functions', 'elementary-set-theory', 'continuity']"
6327106606a69a3f488da3ab_f_3_0_0,FUNC,f:\mathbb{R} \rightarrow \mathbb{R},functions,"['f', ':', '\\mathbb{R}', '\\rightarrow', '\\mathbb{R}']","['elementary-set-theory', 'infinity', 'cardinals']"
6327106606a69a3f488da3ab_f_4_23_0,SET,\mathbb R,a set,"['\\mathbb', 'R']","['elementary-set-theory', 'infinity', 'cardinals']"
632f834d837ac920af67064e_f_0_2_0,FUNC,f:X\rightarrow Y,a function sucht,"['f', ':', 'X', '\\rightarrow', 'Y']",['elementary-set-theory']
632f834d837ac920af670770_f_1_0_0,SET,"\{1,1\}",a set,"['\\{', '1', ',', '1', '\\}']",['elementary-set-theory']
632f834e837ac920af670867_f_2_1_0,SET,\mathbb N ^ O,your set,"['\\mathbb', 'N', '^', 'O']",['elementary-set-theory']
6327106606a69a3f488da53c_f_1_13_0,FUNC,F,a function,['F'],"['elementary-set-theory', 'notation']"
6327106606a69a3f488da53c_f_1_19_0,FUNC,F,a function,['F'],"['elementary-set-theory', 'notation']"
6327106606a69a3f488da53c_f_4_0_0,FUNC,F,the induced function,['F'],"['elementary-set-theory', 'notation']"
6327106606a69a3f488da53c_f_4_34_0,FUNC,F,a function,['F'],"['elementary-set-theory', 'notation']"
6327106606a69a3f488da53c_f_4_36_0,FUNC,F\colon R\to S,a function   f_4_36_0,"['F', '\\colon', 'R', '\\to', 'S']","['elementary-set-theory', 'notation']"
632f834e837ac920af6708c1_f_0_0_0,FUNC,"f,g:\mathbb{R}\to\mathbb{R}",continuous bijections,"['f', ',', 'g', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']","['functions', 'elementary-set-theory']"
6327106606a69a3f488da547_f_1_0_0,SET,\varnothing,a set,\varnothing,"['functions', 'elementary-set-theory']"
6327106606a69a3f488da547_f_2_0_0,FUNC,F,a function,['F'],"['functions', 'elementary-set-theory']"
6327106606a69a3f488da547_f_3_23_0,FUNC,F,a function,['F'],"['functions', 'elementary-set-theory']"
6327106606a69a3f488da684_f_0_0_0,FUNC,f: A \rightarrow A,functions,"['f', ':', 'A', '\\rightarrow', 'A']","['real-analysis', 'elementary-set-theory']"
6327106606a69a3f488da684_f_1_6_0,SET,"\{a,b\}",set,"['\\{', 'a', ',', 'b', '\\}']","['real-analysis', 'elementary-set-theory']"
632f834e837ac920af670a2a_f_2_9_0,SET,\varnothing,a subset,\varnothing,['elementary-set-theory']
632f834e837ac920af670a7f_f_0_0_0,FUNC,V,a particular function,['V'],['elementary-set-theory']
632f834e837ac920af670aba_f_0_9_0,SCAL,0.5,the first number,"['0', '5']","['elementary-set-theory', 'decimal-expansion']"
632f834e837ac920af670aba_f_2_7_0,SCAL,5 ,the first number,5,"['elementary-set-theory', 'decimal-expansion']"
632f834e837ac920af670aba_f_2_13_0,SCAL,1/2,another way,"['1', '/', '2']","['elementary-set-theory', 'decimal-expansion']"
6327106606a69a3f488da88f_f_1_0_0,SET,"(a,b)",set - theoretic ordered pair   f_1_0_0,"['(', 'a', ',', 'b', ')']",['elementary-set-theory']
632f834e837ac920af670cb1_f_5_5_0,SET,A \cap B,the set,"['A', '\\cap', 'B']",['elementary-set-theory']
6327106606a69a3f488da928_f_3_13_0,FUNC,F:B\cup C\to B\times C,a function   f_3_13_0,"['F', ':', 'B', '\\cup', 'C', '\\to', 'B', '\\times', 'C']","['elementary-set-theory', 'cardinals']"
6327106606a69a3f488da928_f_3_14_0,FUNC,F,an injection,['F'],"['elementary-set-theory', 'cardinals']"
6327106606a69a3f488da9c9_f_1_5_0,FUNC,h,a bijection,['h'],"['elementary-set-theory', 'order-theory']"
6327106606a69a3f488da9c9_f_1_16_0,FUNC,h,a bijection,['h'],"['elementary-set-theory', 'order-theory']"
632f834f837ac920af670dac_f_0_16_0,SET,"(a,b)",the two sets,"['(', 'a', ',', 'b', ')']","['elementary-set-theory', 'relations']"
6327106606a69a3f488da9c9_f_2_18_0,FUNC,f\colon A\to B,a bijection,"['f', '\\colon', 'A', '\\to', 'B']","['elementary-set-theory', 'order-theory']"
632f834f837ac920af670def_f_3_3_0,FUNC,g,a bijection,['g'],"['functions', 'elementary-set-theory']"
6327106706a69a3f488daa7d_f_4_0_0,SET,"\{ 1, 2, 3 \} ",  The sets,"['\\{', '1', ',', '2', ',', '3', '\\}']","['elementary-set-theory', 'order-theory', 'ordinals']"
632f834f837ac920af670fbe_f_0_0_0,FUNC,f,a function,['f'],"['functions', 'elementary-set-theory']"
632f834f837ac920af670fbe_f_0_11_0,FUNC,f,all such functions,['f'],"['functions', 'elementary-set-theory']"
632f834f837ac920af670fbe_f_0_14_0,FUNC,f,all such functions,['f'],"['functions', 'elementary-set-theory']"
6327106706a69a3f488daad7_f_4_0_0,SCAL,3 ,numbers,3,['elementary-set-theory']
6327106706a69a3f488dabc8_f_3_0_0,FUNC,f,a function,['f'],"['elementary-set-theory', 'cardinals']"
6327106706a69a3f488dabd5_f_1_4_0,FUNC,f : B \to \mathbb{N},a bijection   f_1_4_0,"['f', ':', 'B', '\\to', '\\mathbb{N}']","['elementary-set-theory', 'cardinals', 'set-partition']"
632f834f837ac920af67121c_f_0_2_0,FUNC,j: A \to X,the inclusion function,"['j', ':', 'A', '\\to', 'X']","['general-topology', 'elementary-set-theory', 'proof-verification']"
632f834f837ac920af67121c_f_0_12_0,FUNC,A,f_0_11_0   maps,['A'],"['general-topology', 'elementary-set-theory', 'proof-verification']"
6327106706a69a3f488dac38_f_0_0_0,FUNC,f:A \rightarrow B,a function,"['f', ':', 'A', '\\rightarrow', 'B']",['elementary-set-theory']
632f89f5837ac920af671250_f_2_25_0,FUNC,g,a function,['g'],['elementary-set-theory']
6327106706a69a3f488daca4_f_2_0_0,SET,\varnothing,the only set,\varnothing,['elementary-set-theory']
632f89f5837ac920af671362_f_2_13_0,SET,\{x\},one the sets,"['\\{', 'x', '\\}']","['elementary-set-theory', 'pigeonhole-principle']"
6327106706a69a3f488dacc9_f_2_0_0,FUNC,D,some mapping,['D'],"['elementary-set-theory', 'cardinals']"
632f89f5837ac920af6713d2_f_0_11_0,FUNC, f ,a bijection,['f'],['elementary-set-theory']
6327106706a69a3f488dacef_f_0_7_0,SET,Y^X,a subset,"['Y', '^', 'X']","['functions', 'elementary-set-theory', 'relations']"
6327106706a69a3f488dad87_f_0_3_0,FUNC,f: X^m \rightarrow X^n,an injective map,"['f', ':', 'X', '^', 'm', '\\rightarrow', 'X', '^', 'n']",['elementary-set-theory']
6327106706a69a3f488dad87_f_0_4_0,FUNC,g: X^m \times X^n \rightarrow X^{m+n},a bijective map,"['g', ':', 'X', '^', 'm', '\\times', 'X', '^', 'n', '\\rightarrow', 'X', '^', '{', 'm', '+', 'n', '}']",['elementary-set-theory']
6327106706a69a3f488daf7e_f_1_2_0,SCAL,2,a prime number,2,"['elementary-set-theory', 'cardinals']"
6327106706a69a3f488daf7e_f_1_3_0,SCAL,2t-1,a prime number,"['2', 't', '-', '1']","['elementary-set-theory', 'cardinals']"
6327106706a69a3f488daf7e_f_3_20_0,FUNC,f,the function,['f'],"['elementary-set-theory', 'cardinals']"
6327106706a69a3f488daf94_f_4_9_0,FUNC,f : A \to B,that a linear map,"['f', ':', 'A', '\\to', 'B']","['linear-algebra', 'elementary-set-theory']"
6327106706a69a3f488dafbb_f_1_3_0,SET,2^S,a set,"['2', '^', 'S']","['elementary-set-theory', 'notation']"
6327106706a69a3f488db0d2_f_1_2_0,FUNC,g\colon\mathbb{N}\times\mathbb{N}\to\mathbb{N},a bijection,"['g', '\\colon', '\\mathbb{N}', '\\times', '\\mathbb{N}', '\\to', '\\mathbb{N}']",['elementary-set-theory']
6327106706a69a3f488db0d2_f_1_3_0,FUNC,"g(p,q) = \frac{(p+q)(p+q+1)}{2}+q",", the Cantor pairing function   f_1_3_0","['g', '(', 'p', ',', 'q', ')', '=', '\\frac', '{', '(', 'p', '+', 'q', ')', '(', 'p', '+', 'q', '+', '1', ')', '}', '{', '2', '}', '+', 'q']",['elementary-set-theory']
632f89f5837ac920af67187d_f_2_0_0,FUNC,f:X \to Y,a function,"['f', ':', 'X', '\\to', 'Y']","['functions', 'discrete-mathematics', 'elementary-set-theory']"
632f89f5837ac920af6718ce_f_0_0_0,SET,\mathbb{Q},set,\mathbb{Q},"['elementary-set-theory', 'definition', 'real-numbers', 'rational-numbers']"
632f89f5837ac920af6718ce_f_0_1_0,SET,\mathbb{R},the definition set   f_0_1_0,\mathbb{R},"['elementary-set-theory', 'definition', 'real-numbers', 'rational-numbers']"
6327106706a69a3f488db19c_f_2_0_0,FUNC,f : A \to B,a function,"['f', ':', 'A', '\\to', 'B']","['functions', 'elementary-set-theory', 'proof-writing']"
632f89f6837ac920af6718e8_f_3_0_0,SET,X\times Y,the set,"['X', '\\times', 'Y']",['elementary-set-theory']
632f89f6837ac920af6718ff_f_0_7_0,SET,"[0,1]",a set,"['[', '0', ',', '1', ']']","['sequences-and-series', 'elementary-set-theory']"
6327106706a69a3f488db1e5_f_0_2_0,FUNC,f: X \rightarrow Y,a function,"['f', ':', 'X', '\\rightarrow', 'Y']","['elementary-set-theory', 'cardinals']"
6327106706a69a3f488db1e5_f_2_7_0,FUNC,h,- to - one function   f_2_7_0   mapping   f_2_8_0,['h'],"['elementary-set-theory', 'cardinals']"
6327106706a69a3f488db1e5_f_2_13_0,FUNC,h,the function,['h'],"['elementary-set-theory', 'cardinals']"
6327106706a69a3f488db1e5_f_2_21_0,FUNC,k,a function,['k'],"['elementary-set-theory', 'cardinals']"
6327106706a69a3f488db1e5_f_2_28_0,FUNC,k,a bijection,['k'],"['elementary-set-theory', 'cardinals']"
6327106706a69a3f488db1e5_f_2_33_0,FUNC,k,a bijection,['k'],"['elementary-set-theory', 'cardinals']"
6327106706a69a3f488db1e5_f_2_48_0,FUNC,g,a bijection,['g'],"['elementary-set-theory', 'cardinals']"
6327106706a69a3f488db3ae_f_3_24_0,FUNC,B,this function,['B'],"['elementary-set-theory', 'cardinals']"
6327106706a69a3f488db3b1_f_1_9_0,FUNC,f: C\to A^B,any given map,"['f', ':', 'C', '\\to', 'A', '^', 'B']","['elementary-set-theory', 'cardinals']"
6327106706a69a3f488db3b1_f_2_5_0,SET,(A^B)^C,these two sets,"['(', 'A', '^', 'B', ')', '^', 'C']","['elementary-set-theory', 'cardinals']"
632f89f6837ac920af671cf8_f_0_0_0,SCAL,3 ,the number   f_0_0_0,3,"['probability', 'elementary-set-theory']"
6327106706a69a3f488db3b1_f_2_38_0,FUNC,g\colon B\times C\to A,a function,"['g', '\\colon', 'B', '\\times', 'C', '\\to', 'A']","['elementary-set-theory', 'cardinals']"
632f89f6837ac920af671cf8_f_1_3_0,SCAL,3 ,number   f_1_3_0,3,"['probability', 'elementary-set-theory']"
632f89f6837ac920af671cf8_f_1_4_0,SCAL,3 ,number   f_1_4_0,3,"['probability', 'elementary-set-theory']"
632f89f6837ac920af671cf8_f_1_5_0,SCAL,3 ,number,3,"['probability', 'elementary-set-theory']"
6327106706a69a3f488db3b2_f_1_16_0,FUNC,f: M \to N,( necessarily unique ) map,"['f', ':', 'M', '\\to', 'N']","['elementary-set-theory', 'terminology', 'category-theory']"
632f89f6837ac920af671d75_f_1_3_0,SET,\mathbb{N},the set,\mathbb{N},"['elementary-number-theory', 'elementary-set-theory', 'integers']"
6327106706a69a3f488db3b2_f_1_28_0,FUNC,g: A \to B,maps,"['g', ':', 'A', '\\to', 'B']","['elementary-set-theory', 'terminology', 'category-theory']"
6327106706a69a3f488db3b2_f_2_5_0,FUNC,h,a map,['h'],"['elementary-set-theory', 'terminology', 'category-theory']"
6327106706a69a3f488db3ce_f_0_16_0,FUNC,h,a bijection,['h'],"['elementary-set-theory', 'cardinals']"
632f89f6837ac920af671f68_f_3_7_0,SET,A\times A,a subset,"['A', '\\times', 'A']","['discrete-mathematics', 'elementary-set-theory', 'logic']"
6327106706a69a3f488db46d_f_0_0_0,SET,\mathbb{R},  Any bounded nonempty subset   f_0_0_0,\mathbb{R},['elementary-set-theory']
6327106706a69a3f488db59a_f_1_19_0,SCAL,3k,the   missing   numbers,"['3', 'k']","['combinatorics', 'elementary-set-theory']"
6327106706a69a3f488db631_f_1_2_0,FUNC,f : D^{n-1} \to \mathbb R,functions,"['f', ':', 'D', '^', '{', 'n', '-', '1', '}', '\\to', '\\mathbb', 'R']","['real-analysis', 'differential-geometry', 'elementary-set-theory']"
6327106706a69a3f488db683_f_2_4_0,SET,N+1,a set,"['N', '1']","['combinatorics', 'algebra-precalculus', 'elementary-set-theory']"
6327106706a69a3f488db683_f_2_7_0,SET,2^N,our original set,"['2', '^', 'N']","['combinatorics', 'algebra-precalculus', 'elementary-set-theory']"
6327106706a69a3f488db683_f_2_12_0,SET,2^N,  f_2_11_0   subsets,"['2', '^', 'N']","['combinatorics', 'algebra-precalculus', 'elementary-set-theory']"
6327106806a69a3f488db791_f_1_0_0,FUNC,f,  A function,['f'],"['functions', 'elementary-set-theory', 'axiom-of-choice']"
6327106806a69a3f488db791_f_2_8_0,SET,"(a,b)",the set,"['(', 'a', ',', 'b', ')']","['functions', 'elementary-set-theory', 'axiom-of-choice']"
6327106806a69a3f488db791_f_2_10_0,SET,"(a,b)",a set,"['(', 'a', ',', 'b', ')']","['functions', 'elementary-set-theory', 'axiom-of-choice']"
6327106806a69a3f488db8a1_f_3_0_0,FUNC,f(x) = x^2,a function   f_3_0_0,"['f', '(', 'x', ')', '=', 'x', '^', '2']","['real-analysis', 'elementary-set-theory']"
6327106806a69a3f488db8a1_f_3_2_0,FUNC,f,the function,['f'],"['real-analysis', 'elementary-set-theory']"
6327106806a69a3f488db910_f_0_5_0,FUNC,f,function   f_0_5_0,['f'],"['functions', 'elementary-set-theory']"
6327106806a69a3f488db928_f_0_0_0,FUNC,g,a function,['g'],['elementary-set-theory']
632f89f7837ac920af67259d_f_1_10_0,FUNC,f,a bijection,['f'],"['elementary-set-theory', 'cardinals']"
632f89f7837ac920af6725e3_f_1_0_0,SET,A \cup B,the set,"['A', '\\cup', 'B']",['elementary-set-theory']
632f89f8837ac920af6726b7_f_2_1_0,SET,\mathbb{N},the countable set,\mathbb{N},"['real-analysis', 'elementary-set-theory']"
632f89f8837ac920af6726b7_f_3_6_0,FUNC,f,a mapping   f_3_6_0,['f'],"['real-analysis', 'elementary-set-theory']"
6327106806a69a3f488db9e1_f_3_41_0,FUNC,f,an injection   f_3_41_0,['f'],"['elementary-set-theory', 'order-theory']"
632f89f8837ac920af672810_f_1_0_0,SET,\mathbb{N},your set,\mathbb{N},"['elementary-set-theory', 'cardinals']"
632f89f8837ac920af672810_f_1_1_0,FUNC,f:\mathbb{N}\to\mathbb{Q},a bijection,"['f', ':', '\\mathbb{N}', '\\to', '\\mathbb{Q}']","['elementary-set-theory', 'cardinals']"
632f89f8837ac920af6728c4_f_0_1_0,FUNC,S: N \to N,function   f_0_1_0,"['S', ':', 'N', '\\to', 'N']","['elementary-set-theory', 'logic']"
6327106806a69a3f488dba8d_f_0_12_0,FUNC,f,the function,['f'],['elementary-set-theory']
632f89f8837ac920af672a00_f_1_1_0,FUNC,f,the function   f_1_1_0,['f'],"['real-analysis', 'elementary-set-theory', 'proof-verification']"
6327106806a69a3f488dbabf_f_4_2_0,SET,\mathbb{N},a set   f_4_2_0,\mathbb{N},['elementary-set-theory']
6327106806a69a3f488dbabf_f_4_27_0,SCAL,a / b,the fraction   f_4_27_0,"['a', '/', 'b']",['elementary-set-theory']
632f89f8837ac920af672b00_f_1_10_0,SET,\mathbb{N},the set,\mathbb{N},"['real-analysis', 'elementary-set-theory', 'proof-writing']"
6327106806a69a3f488dbb09_f_0_1_0,FUNC,f,a surjective function,['f'],"['functions', 'elementary-set-theory']"
6327106806a69a3f488dbb09_f_1_25_0,FUNC,g : S \to S,a function   f_1_25_0,"['g', ':', 'S', '\\to', 'S']","['functions', 'elementary-set-theory']"
6327106806a69a3f488dbb09_f_1_29_0,FUNC,g,a bijection,['g'],"['functions', 'elementary-set-theory']"
6327106806a69a3f488dbb09_f_1_34_0,FUNC,f : \mathbb{N} \to \mathbb{N},the function,"['f', ':', '\\mathbb{N}', '\\to', '\\mathbb{N}']","['functions', 'elementary-set-theory']"
6327106806a69a3f488dbb09_f_1_36_0,FUNC,g : \mathbb{N} \to \mathbb{N},"Similarly , the function   f_1_36_0","['g', ':', '\\mathbb{N}', '\\to', '\\mathbb{N}']","['functions', 'elementary-set-theory']"
6327106806a69a3f488dbc44_f_1_2_0,FUNC,f:C \rightarrow D,functions,"['f', ':', 'C', '\\rightarrow', 'D']",['elementary-set-theory']
6327106806a69a3f488dbc44_f_1_4_0,SET,"\{ 1,2 \}",two - element set,"['\\{', '1', ',', '2', '\\}']",['elementary-set-theory']
632f89f9837ac920af672ef5_f_1_13_0,SCAL,0.5,", the natural numbers","['0', '5']","['elementary-set-theory', 'cardinals']"
632f89f9837ac920af672ef5_f_2_1_0,FUNC,f,an bijection function,['f'],"['elementary-set-theory', 'cardinals']"
632f89f9837ac920af67304b_f_2_0_0,FUNC,f:X \to Y,A function,"['f', ':', 'X', '\\to', 'Y']",['elementary-set-theory']
6327106806a69a3f488dbe7a_f_1_0_0,SET,\varnothing,the empty set,\varnothing,['elementary-set-theory']
6327106806a69a3f488dbe7a_f_1_1_0,SET,\{\varnothing\},a set,"['\\{', Token('sets__SET_EMPTY', '\\varnothing'), '\\}']",['elementary-set-theory']
6327106806a69a3f488dbe7a_f_1_13_0,SET,\{\varnothing\},a subset,"['\\{', Token('sets__SET_EMPTY', '\\varnothing'), '\\}']",['elementary-set-theory']
6327106806a69a3f488dbe9b_f_3_0_0,FUNC,f: \mathbb{N} \to \mathbb{N},the map,"['f', ':', '\\mathbb{N}', '\\to', '\\mathbb{N}']",['elementary-set-theory']
632f89f9837ac920af6732bf_f_0_2_0,FUNC,f: \mathbb{N} \to \mathbb{Q} ,the function   f_0_2_0,"['f', ':', '\\mathbb{N}', '\\to', '\\mathbb{Q}']","['elementary-set-theory', 'proof-explanation']"
632f89f9837ac920af6732bf_f_0_4_0,SET,\mathbb{N},the two sets,\mathbb{N},"['elementary-set-theory', 'proof-explanation']"
632f89f9837ac920af6732d6_f_1_3_0,FUNC,f,mapping   f_1_3_0,['f'],['elementary-set-theory']
6327106806a69a3f488dbec1_f_2_0_0,FUNC,f:X\to Y,a function,"['f', ':', 'X', '\\to', 'Y']","['functions', 'elementary-set-theory']"
6327106806a69a3f488dbf02_f_1_1_0,FUNC,"f\colon\mathbb N\to\{0,1\}",a function   f_1_1_0,"['f', '\\colon', '\\mathbb', 'N', '\\to', '\\{', '0', ',', '1', '\\}']",['elementary-set-theory']
6327106806a69a3f488dbf02_f_2_6_0,FUNC,g,The function   f_2_6_0   maps   f_2_7_0,['g'],['elementary-set-theory']
6327106806a69a3f488dbf02_f_2_7_0,FUNC,B,function   f_2_6_0   maps   f_2_7_0,['B'],['elementary-set-theory']
632f89fa837ac920af673531_f_0_2_0,SET,S \cap T,convex sets,"['S', '\\cap', 'T']","['elementary-set-theory', 'proof-verification', 'convex-analysis']"
632f89fa837ac920af673531_f_0_8_0,SET,S \cap T,convex sets,"['S', '\\cap', 'T']","['elementary-set-theory', 'proof-verification', 'convex-analysis']"
632f89fa837ac920af673531_f_0_14_0,SET,S \cap T,the set,"['S', '\\cap', 'T']","['elementary-set-theory', 'proof-verification', 'convex-analysis']"
632f89fa837ac920af6735cb_f_1_0_0,FUNC,F,functions,['F'],"['elementary-set-theory', 'logic']"
6327106806a69a3f488dc051_f_0_1_0,FUNC,f\colon A\to A,a bijective function   f_0_1_0,"['f', '\\colon', 'A', '\\to', 'A']",['elementary-set-theory']
6327106806a69a3f488dc051_f_1_3_0,FUNC,f:A\to A,Then the function   f_1_3_0,"['f', ':', 'A', '\\to', 'A']",['elementary-set-theory']
6327106806a69a3f488dc051_f_1_8_0,FUNC,g,a bijection,['g'],['elementary-set-theory']
632f89fa837ac920af673772_f_3_0_0,FUNC,f: \mathbb{N} \rightarrow \mathbb{N} \times \mathbb{N},the function,"['f', ':', '\\mathbb{N}', '\\rightarrow', '\\mathbb{N}', '\\times', '\\mathbb{N}']",['elementary-set-theory']
632f89fa837ac920af673772_f_3_3_0,FUNC,f,the bijection rule,['f'],['elementary-set-theory']
632f89fa837ac920af6737cd_f_0_3_0,FUNC,f,an injective function,['f'],"['abstract-algebra', 'functions', 'elementary-set-theory']"
632f89fa837ac920af6737cd_f_0_9_0,FUNC,g,an injective function,['g'],"['abstract-algebra', 'functions', 'elementary-set-theory']"
632f89fa837ac920af6737f2_f_0_0_0,FUNC,F,the function,['F'],"['functions', 'elementary-set-theory']"
6327106806a69a3f488dc16c_f_0_34_0,SET,\mathbb{R},the power set,\mathbb{R},"['real-analysis', 'measure-theory', 'elementary-set-theory']"
6327106806a69a3f488dc16e_f_1_0_0,SET,A\cap B\cap C,a subset,"['A', '\\cap', 'B', '\\cap', 'C']",['elementary-set-theory']
6327106806a69a3f488dc1c7_f_1_0_0,FUNC,f,The function,['f'],['elementary-set-theory']
6327106806a69a3f488dc1c7_f_1_4_0,FUNC,f,This function   f_1_4_0,['f'],['elementary-set-theory']
6327106806a69a3f488dc1c7_f_1_9_0,FUNC,g,the function   f_1_9_0,['g'],['elementary-set-theory']
632f89fa837ac920af673a2e_f_0_35_0,SCAL,2^{(n-2)},the number,"['2', '^', '{', '(', 'n', '-', '2', ')', '}']",['elementary-set-theory']
632f89fa837ac920af673a4a_f_1_21_0,FUNC,f: A \rightarrow B,a bijection,"['f', ':', 'A', '\\rightarrow', 'B']","['discrete-mathematics', 'elementary-set-theory', 'proof-writing']"
6327106906a69a3f488dc456_f_2_2_0,SCAL,0,only the digits   f_2_2_0,0,"['real-analysis', 'general-topology', 'elementary-set-theory', 'cantor-set', 'product-space']"
6327106906a69a3f488dc456_f_2_30_0,FUNC,h:C\to D,a bijection,"['h', ':', 'C', '\\to', 'D']","['real-analysis', 'general-topology', 'elementary-set-theory', 'cantor-set', 'product-space']"
632fc624837ac920af6d14aa_f_0_0_0,FUNC,f:\mathbb Z \times \mathbb Z \to \mathbb Z,the function,"['f', ':', '\\mathbb', 'Z', '\\times', '\\mathbb', 'Z', '\\to', '\\mathbb', 'Z']","['functions', 'elementary-set-theory', 'proof-writing']"
6327106906a69a3f488dc456_f_3_5_0,FUNC,f,the function   f_3_5_0,['f'],"['real-analysis', 'general-topology', 'elementary-set-theory', 'cantor-set', 'product-space']"
632fc624837ac920af6d159d_f_0_0_0,FUNC,f,function,['f'],"['proof-verification', 'elementary-set-theory']"
6327106906a69a3f488dc4cb_f_0_4_0,FUNC,A,a bijection,['A'],"['combinatorics', 'elementary-set-theory']"
6327106906a69a3f488dc4cb_f_3_19_0,FUNC,E,"f_3_18_0 , map",['E'],"['combinatorics', 'elementary-set-theory']"
6327106906a69a3f488dc5ef_f_0_5_0,FUNC,A,a function mapping   f_0_5_0,['A'],['elementary-set-theory']
6327106906a69a3f488dc5ef_f_1_16_0,FUNC,f,a function,['f'],['elementary-set-theory']
632f89fb837ac920af673c1b_f_3_1_0,SCAL,1,the   truth value   f_3_1_0,1,['elementary-set-theory']
632fc624837ac920af6d15d3_f_0_3_0,SET,"(q,z)",the set combination,"['(', 'q', ',', 'z', ')']",['elementary-set-theory']
632f89fb837ac920af673c32_f_1_0_0,FUNC,f\colon X \to Y,some   injective functions,"['f', '\\colon', 'X', '\\to', 'Y']","['abstract-algebra', 'functions', 'elementary-set-theory', 'proof-verification']"
632f89fb837ac920af673c32_f_1_1_0,FUNC,f \colon X \to Y,all   functions,"['f', '\\colon', 'X', '\\to', 'Y']","['abstract-algebra', 'functions', 'elementary-set-theory', 'proof-verification']"
